bgc_id,GCF,class,genome_id,contig,start,end,product,contig_edge
BGC0001165.1,1104;927,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001166.1,1105;1652,NRPS,NA,NA,NA,NA,NA,NA
BGC0001167.1,1106;456,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001168.1,1107,NRPS,NA,NA,NA,NA,NA,NA
BGC0001169.1,1108;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0001170.1,1109;536,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001171.1,1110;536,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001172.1,1111;122,PKSI,NA,NA,NA,NA,NA,NA
BGC0001173.1,1112;539,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001174.1,1113,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001176.1,1114;1448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001177.1,1115;1581,PKSother,NA,NA,NA,NA,NA,NA
BGC0001178.1,1116;1691;435;1905,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001179.1,1117;1606,PKSother,NA,NA,NA,NA,NA,NA
BGC0001182.1,1118;1854;999;1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001183.1,1119;1691;954,Others,NA,NA,NA,NA,NA,NA
BGC0001184.1,1120,Others,NA,NA,NA,NA,NA,NA
BGC0001185.1,1121,NRPS,NA,NA,NA,NA,NA,NA
BGC0001186.1,1122;1680,PKSother,NA,NA,NA,NA,NA,NA
BGC0001187.1,1123;1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001188.1,1124;1621,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001189.1,1125;1873,NRPS,NA,NA,NA,NA,NA,NA
BGC0001190.1,1126;1455;999;1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001191.1,1127;1846,Others,NA,NA,NA,NA,NA,NA
BGC0001192.1,1093;1128,NRPS,NA,NA,NA,NA,NA,NA
BGC0001193.1,1129;1873,NRPS,NA,NA,NA,NA,NA,NA
BGC0001194.1,1130;1781,PKSI,NA,NA,NA,NA,NA,NA
BGC0001195.1,1131;1579;963;1378,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001196.1,1132;1698,NRPS,NA,NA,NA,NA,NA,NA
BGC0001197.1,1133;1410,PKSother,NA,NA,NA,NA,NA,NA
BGC0001198.1,1134;1771,Others,NA,NA,NA,NA,NA,NA
BGC0001199.1,1135;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0001200.1,1136;158,PKSI,NA,NA,NA,NA,NA,NA
BGC0001201.1,1137;629,Terpene,NA,NA,NA,NA,NA,NA
BGC0001202.1,1138;1712;328,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001203.1,1139;328;1712,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001204.1,1140;91,PKSI,NA,NA,NA,NA,NA,NA
BGC0001205.1,1141;1750;928,Others,NA,NA,NA,NA,NA,NA
BGC0001206.1,1142;1904,Others,NA,NA,NA,NA,NA,NA
BGC0001207.1,1143;1875,NRPS,NA,NA,NA,NA,NA,NA
BGC0001209.1,1144;1802,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001210.1,1145;488,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001211.1,1146;1652,NRPS,NA,NA,NA,NA,NA,NA
BGC0001212.1,1147;1814;974;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001213.1,1148;1623,PKSother,NA,NA,NA,NA,NA,NA
BGC0001214.1,1149;1651,NRPS,NA,NA,NA,NA,NA,NA
BGC0001215.1,1150;1558;336;1417,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001216.1,909;1357;1151,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001217.1,1152;1692,Others,NA,NA,NA,NA,NA,NA
BGC0001218.1,1153;1906;999;1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001219.1,1154;1750,Others,NA,NA,NA,NA,NA,NA
BGC0001220.1,1155;1278,NRPS,NA,NA,NA,NA,NA,NA
BGC0001221.1,1156;1874,Others,NA,NA,NA,NA,NA,NA
BGC0001222.1,1157;466,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001223.1,1158;1251,Others,NA,NA,NA,NA,NA,NA
BGC0001224.1,1159;1251,Others,NA,NA,NA,NA,NA,NA
BGC0001225.1,1160;1259,NRPS,NA,NA,NA,NA,NA,NA
BGC0001227.1,1161;1358,Terpene,NA,NA,NA,NA,NA,NA
BGC0001228.1,1162;1886,NRPS,NA,NA,NA,NA,NA,NA
BGC0001229.1,1163;488,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001230.1,1651;1164,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001231.1,1165;1691;969;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001233.1,1166;1828;435,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001235.1,1167;1814;336;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001236.1,1168;1169,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001237.1,1169,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001238.1,1170;1171,Others,NA,NA,NA,NA,NA,NA
BGC0001239.1,1170;1171,Others,NA,NA,NA,NA,NA,NA
BGC0001240.1,1172;1278,NRPS,NA,NA,NA,NA,NA,NA
BGC0001241.1,1193,Others,NA,NA,NA,NA,NA,NA
BGC0001242.1,1174;1440,PKSI,NA,NA,NA,NA,NA,NA
BGC0001244.1,1175,PKSI,NA,NA,NA,NA,NA,NA
BGC0001245.1,1176;1177,PKSI,NA,NA,NA,NA,NA,NA
BGC0001246.1,1177,PKSI,NA,NA,NA,NA,NA,NA
BGC0001248.1,1178;1234,Others,NA,NA,NA,NA,NA,NA
BGC0001249.1,1179;1605,NRPS,NA,NA,NA,NA,NA,NA
BGC0001250.1,1180;1181,NRPS,NA,NA,NA,NA,NA,NA
BGC0001251.1,1180;1181,NRPS,NA,NA,NA,NA,NA,NA
BGC0001252.1,1182;1183,PKSI,NA,NA,NA,NA,NA,NA
BGC0001254.1,1183,PKSI,NA,NA,NA,NA,NA,NA
BGC0001255.1,1184;1854;999;1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001257.1,1779;1185,PKSI,NA,NA,NA,NA,NA,NA
BGC0001258.1,1779;1185,PKSI,NA,NA,NA,NA,NA,NA
BGC0001260.1,1187;1662,Others,NA,NA,NA,NA,NA,NA
BGC0001261.1,1188;1586,NRPS,NA,NA,NA,NA,NA,NA
BGC0001262.1,1189;1272,Others,NA,NA,NA,NA,NA,NA
BGC0001264.1,1200,PKSI,NA,NA,NA,NA,NA,NA
BGC0001265.1,1191;1185,PKSI,NA,NA,NA,NA,NA,NA
BGC0001266.1,1192;1185,PKSI,NA,NA,NA,NA,NA,NA
BGC0001267.1,1193,Others,NA,NA,NA,NA,NA,NA
BGC0001268.1,1194,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001273.1,1195;1175,PKSI,NA,NA,NA,NA,NA,NA
BGC0001275.1,1196;1175,PKSI,NA,NA,NA,NA,NA,NA
BGC0001276.1,1197;1175,PKSI,NA,NA,NA,NA,NA,NA
BGC0001277.1,1695;884,Terpene,NA,NA,NA,NA,NA,NA
BGC0001278.1,1695;884,Terpene,NA,NA,NA,NA,NA,NA
BGC0001280.1,1200,PKSI,NA,NA,NA,NA,NA,NA
BGC0001281.1,1201;1175,PKSI,NA,NA,NA,NA,NA,NA
BGC0001283.1,1202;1623,PKSother,NA,NA,NA,NA,NA,NA
BGC0001284.1,1203;1306,PKSI,NA,NA,NA,NA,NA,NA
BGC0001285.1,1204;1944,Others,NA,NA,NA,NA,NA,NA
BGC0001286.1,1205;1838,Others,NA,NA,NA,NA,NA,NA
BGC0001287.1,1206;1579;1670,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001288.1,1207;1378,PKSother,NA,NA,NA,NA,NA,NA
BGC0001289.1,1208;511,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001290.1,1209;1278;973;1751,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001291.1,1210;1497,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001292.1,1211;1436,PKSother,NA,NA,NA,NA,NA,NA
BGC0001293.1,1212;1435,PKSI,NA,NA,NA,NA,NA,NA
BGC0001294.1,1213;1382,Others,NA,NA,NA,NA,NA,NA
BGC0001295.1,1214;1838,Others,NA,NA,NA,NA,NA,NA
BGC0001296.1,1336,PKSI,NA,NA,NA,NA,NA,NA
BGC0001297.1,1216;1848,Others,NA,NA,NA,NA,NA,NA
BGC0001298.1,1217;1336,PKSI,NA,NA,NA,NA,NA,NA
BGC0001299.1,1218;1220,PKSother,NA,NA,NA,NA,NA,NA
BGC0001300.1,1219;1220,PKSother,NA,NA,NA,NA,NA,NA
BGC0001301.1,1219;1220,PKSother,NA,NA,NA,NA,NA,NA
BGC0001302.1,1221;1874,Others,NA,NA,NA,NA,NA,NA
BGC0001303.1,1222;91,PKSI,NA,NA,NA,NA,NA,NA
BGC0001304.1,1223;1306,PKSI,NA,NA,NA,NA,NA,NA
BGC0001305.1,1224;1183,PKSI,NA,NA,NA,NA,NA,NA
BGC0001306.1,1225;1944,Others,NA,NA,NA,NA,NA,NA
BGC0001307.1,1226;1437,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001310.1,1227;1811,PKSother,NA,NA,NA,NA,NA,NA
BGC0001311.1,1228;488,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001312.1,370;1229,NRPS,NA,NA,NA,NA,NA,NA
BGC0001313.1,1230;1234,Others,NA,NA,NA,NA,NA,NA
BGC0001314.1,1231;1234,Others,NA,NA,NA,NA,NA,NA
BGC0001315.1,1232;1240,Others,NA,NA,NA,NA,NA,NA
BGC0001316.1,1233;1234,Others,NA,NA,NA,NA,NA,NA
BGC0001317.1,1234,Others,NA,NA,NA,NA,NA,NA
BGC0001318.1,1235;1240,Others,NA,NA,NA,NA,NA,NA
BGC0001321.1,1236;1239,Terpene,NA,NA,NA,NA,NA,NA
BGC0001322.1,1237;1239,Terpene,NA,NA,NA,NA,NA,NA
BGC0001323.1,1236;1239,Terpene,NA,NA,NA,NA,NA,NA
BGC0001324.1,1237;1239,Terpene,NA,NA,NA,NA,NA,NA
BGC0001325.1,1240,Others,NA,NA,NA,NA,NA,NA
BGC0001327.1,1241;1245;1242,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001328.1,1241;1245;1242,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001329.1,1243;1245;336;1751,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001330.1,1244;1245;1648;628,Others,NA,NA,NA,NA,NA,NA
BGC0001331.1,1244;1245;336;1751,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001332.1,1246;1593;336;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001333.1,1247;1251,Others,NA,NA,NA,NA,NA,NA
BGC0001334.1,1248;1251,Others,NA,NA,NA,NA,NA,NA
BGC0001335.1,1249;1251,Others,NA,NA,NA,NA,NA,NA
BGC0001336.1,1250;1251,Others,NA,NA,NA,NA,NA,NA
BGC0001337.1,1251,Others,NA,NA,NA,NA,NA,NA
BGC0001338.1,1252;1850,PKSI,NA,NA,NA,NA,NA,NA
BGC0001339.1,1253;1750;1183;1819,Others,NA,NA,NA,NA,NA,NA
BGC0001340.1,1254;1183,PKSI,NA,NA,NA,NA,NA,NA
BGC0001341.1,1255;1726,NRPS,NA,NA,NA,NA,NA,NA
BGC0001342.1,1256;1644;963;1378,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001343.1,1257;2015,Others,NA,NA,NA,NA,NA,NA
BGC0001344.1,1258;1003,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001345.1,1259,NRPS,NA,NA,NA,NA,NA,NA
BGC0001346.1,1260;1853,NRPS,NA,NA,NA,NA,NA,NA
BGC0001348.1,1261;1435,PKSI,NA,NA,NA,NA,NA,NA
BGC0001349.1,1262;91,PKSI,NA,NA,NA,NA,NA,NA
BGC0001350.1,1718,PKSother,NA,NA,NA,NA,NA,NA
BGC0001356.1,1264;1448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001357.1,1014;1464,PKSother,NA,NA,NA,NA,NA,NA
BGC0001358.1,1266;1826,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001360.1,1267,PKSI,NA,NA,NA,NA,NA,NA
BGC0001361.1,1268;628,Terpene,NA,NA,NA,NA,NA,NA
BGC0001362.1,1269,Others,NA,NA,NA,NA,NA,NA
BGC0001363.1,1270;1639,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001364.1,1271;1476,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001365.1,1272;1704,Others,NA,NA,NA,NA,NA,NA
BGC0001366.1,1410,PKSother,NA,NA,NA,NA,NA,NA
BGC0001367.1,1274;1558;336;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001368.1,1275;1886,NRPS,NA,NA,NA,NA,NA,NA
BGC0001369.1,1276;1466,Others,NA,NA,NA,NA,NA,NA
BGC0001370.1,1277,NRPS,NA,NA,NA,NA,NA,NA
BGC0001371.1,1278;1698,Others,NA,NA,NA,NA,NA,NA
BGC0001372.1,1279;2022;1605,Others,NA,NA,NA,NA,NA,NA
BGC0001373.1,1280;1750;1183;628,Others,NA,NA,NA,NA,NA,NA
BGC0001374.1,1281;1698,Others,NA,NA,NA,NA,NA,NA
BGC0001375.1,1282;1661,Others,NA,NA,NA,NA,NA,NA
BGC0001376.1,1283;1411,PKSother,NA,NA,NA,NA,NA,NA
BGC0001377.1,1699;1284,PKSI,NA,NA,NA,NA,NA,NA
BGC0001378.1,1688;1285,PKSI,NA,NA,NA,NA,NA,NA
BGC0001379.1,1286,NRPS,NA,NA,NA,NA,NA,NA
BGC0001380.1,1650,Others,NA,NA,NA,NA,NA,NA
BGC0001381.1,1288;1836;963;1378,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001383.1,1289,PKSother,NA,NA,NA,NA,NA,NA
BGC0001384.1,1654;1290,Others,NA,NA,NA,NA,NA,NA
BGC0001386.1,1291;1519,PKSother,NA,NA,NA,NA,NA,NA
BGC0001387.1,1292;1732,Others,NA,NA,NA,NA,NA,NA
BGC0001388.1,589;1497,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001389.1,1294;1690,NRPS,NA,NA,NA,NA,NA,NA
BGC0001390.1,1520;1796;1295,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001391.1,1296;488,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001392.1,1297;511,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001393.1,1298;1698,NRPS,NA,NA,NA,NA,NA,NA
BGC0001394.1,1623;1299;972,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001395.1,1300;1420,Others,NA,NA,NA,NA,NA,NA
BGC0001396.1,45;1301,PKSI,NA,NA,NA,NA,NA,NA
BGC0001397.1,1302;1480,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001399.1,1303;1623,NRPS,NA,NA,NA,NA,NA,NA
BGC0001400.1,1304;1183,PKSI,NA,NA,NA,NA,NA,NA
BGC0001402.1,1305;1886,NRPS,NA,NA,NA,NA,NA,NA
BGC0001403.1,1306,PKSI,NA,NA,NA,NA,NA,NA
BGC0001404.1,1307;1308,PKSI,NA,NA,NA,NA,NA,NA
BGC0001405.1,1308,PKSI,NA,NA,NA,NA,NA,NA
BGC0001406.1,1309;1848,NRPS,NA,NA,NA,NA,NA,NA
BGC0001407.1,1310;477,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001408.1,1311;1453,Others,NA,NA,NA,NA,NA,NA
BGC0001409.1,1312,PKSother,NA,NA,NA,NA,NA,NA
BGC0001410.1,1313;1314,Others,NA,NA,NA,NA,NA,NA
BGC0001411.1,1314,Others,NA,NA,NA,NA,NA,NA
BGC0001412.1,1315;1820,Others,NA,NA,NA,NA,NA,NA
BGC0001413.1,1316,NRPS,NA,NA,NA,NA,NA,NA
BGC0001414.1,1317;1848,NRPS,NA,NA,NA,NA,NA,NA
BGC0001415.1,1318;1873;1524;906;1751,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001416.1,1319;1690,NRPS,NA,NA,NA,NA,NA,NA
BGC0001417.1,1323;1334;973;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001418.1,1323;1331;1321,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001419.1,1323;1334;1321,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001420.1,1323;1331;1321,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001421.1,1327;1331,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001422.1,1327;1331,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001423.1,1327;1331,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001424.1,1327;1331,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001425.1,1327;1331,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001426.1,1327;1331,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001427.1,1327;1331,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001428.1,1327;1331,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001429.1,1334;973;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001430.1,1334;973;1333;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001431.1,1334;973;1335,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001432.1,1335;1648;973,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001433.1,1336,PKSI,NA,NA,NA,NA,NA,NA
BGC0001434.1,1337;1586,NRPS,NA,NA,NA,NA,NA,NA
BGC0001435.1,1338;1613;1750;1183;937,Others,NA,NA,NA,NA,NA,NA
BGC0001436.1,1339;1455,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001437.1,1340;1598,Others,NA,NA,NA,NA,NA,NA
BGC0001438.1,1341;1654;1610,Others,NA,NA,NA,NA,NA,NA
BGC0001439.1,1342;1466;1732;236,Others,NA,NA,NA,NA,NA,NA
BGC0001440.1,1343;1344,Others,NA,NA,NA,NA,NA,NA
BGC0001441.1,1344,Others,NA,NA,NA,NA,NA,NA
BGC0001442.1,1345;1395,NRPS,NA,NA,NA,NA,NA,NA
BGC0001443.1,1346;1357;909,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001444.1,1347;1436,PKSother,NA,NA,NA,NA,NA,NA
BGC0001445.1,1348;1906;999;1851,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001446.1,1349;1440,PKSI,NA,NA,NA,NA,NA,NA
BGC0001447.1,1350;1421,PKSI,NA,NA,NA,NA,NA,NA
BGC0001448.1,1351;1848,NRPS,NA,NA,NA,NA,NA,NA
BGC0001449.1,1352;1851;999,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001451.1,1353;1651,NRPS,NA,NA,NA,NA,NA,NA
BGC0001452.1,1354;1420,Others,NA,NA,NA,NA,NA,NA
BGC0001453.1,894;1355,Others,NA,NA,NA,NA,NA,NA
BGC0001454.1,1356;1691,PKSother,NA,NA,NA,NA,NA,NA
BGC0001455.1,1357;1151;909,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001456.1,1161;1358,Terpene,NA,NA,NA,NA,NA,NA
BGC0001457.1,1359;1558;336;1613,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001458.1,1360;2043,Others,NA,NA,NA,NA,NA,NA
BGC0001459.1,435;1828;1364,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001460.1,435;1828;1364,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001461.1,1528;1828;1364;435,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001462.1,1528;1828;1364;435,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001463.1,1365;1367,Others,NA,NA,NA,NA,NA,NA
BGC0001464.1,1365;1367,Others,NA,NA,NA,NA,NA,NA
BGC0001465.1,1367,Others,NA,NA,NA,NA,NA,NA
BGC0001467.1,1368;1593;1524,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001468.1,1369;1428,Others,NA,NA,NA,NA,NA,NA
BGC0001469.1,1370;1698,NRPS,NA,NA,NA,NA,NA,NA
BGC0001470.1,1371;1680,PKSother,NA,NA,NA,NA,NA,NA
BGC0001471.1,1372;1894,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001472.1,1373,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001473.1,1374;1894,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001474.1,1375;1894,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001475.1,1376;884,Terpene,NA,NA,NA,NA,NA,NA
BGC0001476.1,1377,Others,NA,NA,NA,NA,NA,NA
BGC0001477.1,1378;1836;963,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001478.1,1379;1746,Others,NA,NA,NA,NA,NA,NA
BGC0001479.1,1380;2022,NRPS,NA,NA,NA,NA,NA,NA
BGC0001480.1,1381;1598;1770,Others,NA,NA,NA,NA,NA,NA
BGC0001483.1,1382,Others,NA,NA,NA,NA,NA,NA
BGC0001484.1,1383;1857,Others,NA,NA,NA,NA,NA,NA
BGC0001485.1,1384;1444,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001486.1,1385;1898,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001487.1,1808,Others,NA,NA,NA,NA,NA,NA
BGC0001488.1,1387;1453,Others,NA,NA,NA,NA,NA,NA
BGC0001489.1,1388;1440,PKSI,NA,NA,NA,NA,NA,NA
BGC0001491.1,1389;1579;963,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001492.1,1390;96,PKSI,NA,NA,NA,NA,NA,NA
BGC0001493.1,1391;1437,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001494.1,1392;1448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001495.1,1393;1435,PKSI,NA,NA,NA,NA,NA,NA
BGC0001496.1,1394;1448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001497.1,1345;1395,NRPS,NA,NA,NA,NA,NA,NA
BGC0001498.1,1396;1453,Others,NA,NA,NA,NA,NA,NA
BGC0001499.1,1397;1453,Others,NA,NA,NA,NA,NA,NA
BGC0001500.1,1398;1411,PKSother,NA,NA,NA,NA,NA,NA
BGC0001501.1,637;1507,Others,NA,NA,NA,NA,NA,NA
BGC0001502.1,1400;1633,NRPS,NA,NA,NA,NA,NA,NA
BGC0001503.1,1401;1480,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001504.1,1402;1018,PKSI,NA,NA,NA,NA,NA,NA
BGC0001505.1,1806;1403,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001506.1,1404;1437,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001507.1,1405;1437,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001508.1,1406;1018,PKSI,NA,NA,NA,NA,NA,NA
BGC0001509.1,1407;1853,NRPS,NA,NA,NA,NA,NA,NA
BGC0001510.1,1408;1852,Others,NA,NA,NA,NA,NA,NA
BGC0001511.1,1409;1883,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001512.1,1410,PKSother,NA,NA,NA,NA,NA,NA
BGC0001513.1,259;1411,PKSother,NA,NA,NA,NA,NA,NA
BGC0001514.1,1412;1732,Others,NA,NA,NA,NA,NA,NA
BGC0001515.1,1413;1873,NRPS,NA,NA,NA,NA,NA,NA
BGC0001516.1,1414;1773,NRPS,NA,NA,NA,NA,NA,NA
BGC0001517.1,1415;2031,NRPS,NA,NA,NA,NA,NA,NA
BGC0001518.1,1416;1509,NRPS,NA,NA,NA,NA,NA,NA
BGC0001519.1,1417;986,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001520.1,1418;1680,PKSother,NA,NA,NA,NA,NA,NA
BGC0001521.1,1419;1578,Others,NA,NA,NA,NA,NA,NA
BGC0001522.1,1354;1420,Others,NA,NA,NA,NA,NA,NA
BGC0001523.1,1588;1421,PKSI,NA,NA,NA,NA,NA,NA
BGC0001524.1,1422;2031,NRPS,NA,NA,NA,NA,NA,NA
BGC0001525.1,1423;1424,Others,NA,NA,NA,NA,NA,NA
BGC0001526.1,1424,Others,NA,NA,NA,NA,NA,NA
BGC0001527.1,1425;1605,NRPS,NA,NA,NA,NA,NA,NA
BGC0001528.1,1426;1788,Others,NA,NA,NA,NA,NA,NA
BGC0001529.1,1427;1787,Others,NA,NA,NA,NA,NA,NA
BGC0001530.1,1369;1428,Others,NA,NA,NA,NA,NA,NA
BGC0001531.1,1429;1746,Others,NA,NA,NA,NA,NA,NA
BGC0001532.1,1430;1724,NRPS,NA,NA,NA,NA,NA,NA
BGC0001533.1,29;1431,PKSI,NA,NA,NA,NA,NA,NA
BGC0001534.1,1432;1433,Others,NA,NA,NA,NA,NA,NA
BGC0001535.1,1433,Others,NA,NA,NA,NA,NA,NA
BGC0001536.1,1434;1724,NRPS,NA,NA,NA,NA,NA,NA
BGC0001537.1,1435,PKSI,NA,NA,NA,NA,NA,NA
BGC0001538.1,1347;1436,PKSother,NA,NA,NA,NA,NA,NA
BGC0001539.1,1565;1437,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001540.1,1438;1502,Others,NA,NA,NA,NA,NA,NA
BGC0001541.1,1440,PKSI,NA,NA,NA,NA,NA,NA
BGC0001542.1,1440,PKSI,NA,NA,NA,NA,NA,NA
BGC0001543.1,1441;1910;974,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001544.1,1442;1679;993;1613,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001545.1,1443;1605,NRPS,NA,NA,NA,NA,NA,NA
BGC0001546.1,1384;1444,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001547.1,1445;1771,Others,NA,NA,NA,NA,NA,NA
BGC0001548.1,1446;1448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001549.1,1447;1448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001550.1,1447;1448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001551.1,1449;2031,Others,NA,NA,NA,NA,NA,NA
BGC0001552.1,1447;1448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0001553.1,1451;1613;993,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001554.1,1452;2043,Others,NA,NA,NA,NA,NA,NA
BGC0001555.1,1397;1453,Others,NA,NA,NA,NA,NA,NA
BGC0001556.1,1454;1613;993,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0001557.1,1339;1455,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
