study,genome_id,contig,location,contig_edge,product,bgc_id,author,class,GCF_c0.3,GCF_c0.4,GCF_c0.5
Singleton_et_al_2021,GCA_016717145.1,JADKGD010000002,[104448:125615],FALSE,terpene,JADKGD010000002.1.region001,Singleton,Terpene,9418,9418,9418
Singleton_et_al_2021,GCA_016717145.1,JADKGD010000017,[146383:167217],FALSE,terpene,JADKGD010000017.1.region001,Singleton,Terpene,9419,9419,9419
Singleton_et_al_2021,GCA_016717165.1,JADKGA010000004,[112129:161585],FALSE,hglE-KS,JADKGA010000004.1.region001,Singleton,PKS,9410,9410,9410
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000001,[305984:326283],FALSE,terpene,JADKFZ010000001.1.region001,Singleton,Terpene,7368,7368,7368
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000001,[1013806:1035009],FALSE,terpene,JADKFZ010000001.1.region002,Singleton,Terpene,9394,9394,9394
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000002,[767933:778833],FALSE,RiPP-like,JADKFZ010000002.1.region001,Singleton,RiPP,7360,7360,7360
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000004,[46641:80062],FALSE,LAP;thiopeptide,JADKFZ010000004.1.region001,Singleton,RiPP,9396,9396,9396
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000004,[559269:600457],FALSE,arylpolyene,JADKFZ010000004.1.region002,Singleton,Other,7362,7362,7362
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000004,[736048:757954],FALSE,terpene,JADKFZ010000004.1.region003,Singleton,Terpene,9398,4349,4349
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000005,[210361:251597],FALSE,arylpolyene,JADKFZ010000005.1.region001,Singleton,Other,7364,7364,7364
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000006,[78081:97689],FALSE,terpene,JADKFZ010000006.1.region001,Singleton,Terpene,9400,9400,9400
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000006,[286334:295583],FALSE,RiPP-like,JADKFZ010000006.1.region002,Singleton,RiPP,9401,9401,9401
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000006,[315714:327322],FALSE,RiPP-like,JADKFZ010000006.1.region003,Singleton,RiPP,9402,9402,7357
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000006,[358822:379959],FALSE,terpene,JADKFZ010000006.1.region004,Singleton,Terpene,9403,9403,9403
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000006,[526251:569155],FALSE,NRPS-like,JADKFZ010000006.1.region005,Singleton,NRPS,9404,9404,9404
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000007,[4536:45832],FALSE,PKS-like,JADKFZ010000007.1.region001,Singleton,PKS,7361,7361,7361
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000009,[128076:177214],FALSE,NRPS-like;T1PKS,JADKFZ010000009.1.region001,Singleton,NRPS-PKS,7363,7363,7363
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000010,[31421:42318],FALSE,RiPP-like,JADKFZ010000010.1.region001,Singleton,RiPP,7369,7369,7369
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000010,[42866:64480],FALSE,terpene,JADKFZ010000010.1.region002,Singleton,Terpene,9408,9408,9408
Singleton_et_al_2021,GCA_016717175.1,JADKFZ010000012,[32252:53230],FALSE,terpene,JADKFZ010000012.1.region001,Singleton,Terpene,9409,9409,9409
Singleton_et_al_2021,GCA_016717205.1,JADKGC010000002,[765949:786915],FALSE,terpene,JADKGC010000002.1.region001,Singleton,Terpene,7597,7597,7597
Singleton_et_al_2021,GCA_016717205.1,JADKGC010000003,[615268:656336],FALSE,T3PKS,JADKGC010000003.1.region001,Singleton,PKS,9415,9415,9415
Singleton_et_al_2021,GCA_016717205.1,JADKGC010000004,[31839:58829],FALSE,lassopeptide;RRE-containing,JADKGC010000004.1.region001,Singleton,RiPP,9416,9416,9416
Singleton_et_al_2021,GCA_016717205.1,JADKGC010000013,[16819:38301],FALSE,terpene,JADKGC010000013.1.region001,Singleton,Terpene,9417,9417,9417
Singleton_et_al_2021,GCA_016717225.1,JADKGB010000001,[346749:389308],FALSE,NRPS-like,JADKGB010000001.1.region001,Singleton,NRPS,9411,9411,9411
Singleton_et_al_2021,GCA_016717225.1,JADKGB010000005,[64314:85157],FALSE,terpene,JADKGB010000005.1.region001,Singleton,Terpene,6770,6770,6770
Singleton_et_al_2021,GCA_016717225.1,JADKGB010000012,[0:15783],TRUE,NRPS,JADKGB010000012.1.region001,Singleton,NRPS,9413,9413,9413
Singleton_et_al_2021,GCA_016717245.1,JADKFW010000004,[506336:571441],FALSE,arylpolyene,JADKFW010000004.1.region001,Singleton,Other,7899,7899,7899
Singleton_et_al_2021,GCA_016717245.1,JADKFW010000004,[1598612:1619455],FALSE,terpene,JADKFW010000004.1.region002,Singleton,Terpene,7898,7898,6234
Singleton_et_al_2021,GCA_016717245.1,JADKFW010000007,[9474:30650],FALSE,terpene,JADKFW010000007.1.region001,Singleton,Terpene,7902,7902,7902
Singleton_et_al_2021,GCA_016717245.1,JADKFW010000019,[14784:55885],FALSE,T3PKS,JADKFW010000019.1.region001,Singleton,PKS,7900,7900,7900
Singleton_et_al_2021,GCA_016717245.1,JADKFW010000021,[659932:706024],FALSE,arylpolyene;resorcinol,JADKFW010000021.1.region001,Singleton,Other,7901,7901,7901
Singleton_et_al_2021,GCA_016717265.1,JADKFX010000001,[1238012:1258855],FALSE,terpene,JADKFX010000001.1.region001,Singleton,Terpene,9146,9146,9146
Singleton_et_al_2021,GCA_016717285.1,JADKFU010000005,[21151:41988],FALSE,terpene,JADKFU010000005.1.region001,Singleton,Terpene,9376,9376,9376
Singleton_et_al_2021,GCA_016717285.1,JADKFU010000005,[1890609:1931749],FALSE,T3PKS,JADKFU010000005.1.region002,Singleton,PKS,9377,9377,9377
Singleton_et_al_2021,GCA_016717305.1,JADKFY010000001,[16545:37388],FALSE,terpene,JADKFY010000001.1.region001,Singleton,Terpene,6487,6487,5989
Singleton_et_al_2021,GCA_016717305.1,JADKFY010000002,[319754:370269],FALSE,NRPS;NRPS-like;T1PKS,JADKFY010000002.1.region001,Singleton,NRPS-PKS,9390,5991,5991
Singleton_et_al_2021,GCA_016717305.1,JADKFY010000003,[101244:148280],FALSE,arylpolyene,JADKFY010000003.1.region001,Singleton,Other,9391,5990,9134
Singleton_et_al_2021,GCA_016717305.1,JADKFY010000023,[7081:53167],FALSE,arylpolyene;resorcinol,JADKFY010000023.1.region001,Singleton,Other,6749,5990,7078
Singleton_et_al_2021,GCA_016717325.1,JADKFV010000002,[3272:23983],FALSE,terpene,JADKFV010000002.1.region001,Singleton,Terpene,9378,9552,9552
Singleton_et_al_2021,GCA_016717325.1,JADKFV010000011,[130253:151084],FALSE,terpene,JADKFV010000011.1.region001,Singleton,Terpene,9379,9379,9379
Singleton_et_al_2021,GCA_016717325.1,JADKFV010000032,[36036:73234],TRUE,NRPS,JADKFV010000032.1.region001,Singleton,NRPS,9380,9380,9380
Singleton_et_al_2021,GCA_016717325.1,JADKFV010000035,[0:21892],TRUE,NRPS-like,JADKFV010000035.1.region001,Singleton,NRPS,9381,9381,9381
Singleton_et_al_2021,GCA_016717325.1,JADKFV010000046,[0:15051],TRUE,NRPS-like;T1PKS,JADKFV010000046.1.region001,Singleton,NRPS-PKS,9382,9382,9548
Singleton_et_al_2021,GCA_016717335.1,JADKFS010000001,[1226416:1246680],FALSE,RRE-containing,JADKFS010000001.1.region001,Singleton,RiPP,9363,9363,9363
Singleton_et_al_2021,GCA_016717335.1,JADKFS010000001,[1471148:1512246],FALSE,T3PKS,JADKFS010000001.1.region002,Singleton,PKS,9364,9364,9364
Singleton_et_al_2021,GCA_016717335.1,JADKFS010000001,[1882278:1903214],FALSE,terpene,JADKFS010000001.1.region003,Singleton,Terpene,9365,9365,9365
Singleton_et_al_2021,GCA_016717335.1,JADKFS010000003,[93805:181255],FALSE,NRPS;T1PKS,JADKFS010000003.1.region001,Singleton,NRPS-PKS,9366,9366,9366
Singleton_et_al_2021,GCA_016717335.1,JADKFS010000003,[660667:683115],FALSE,lassopeptide,JADKFS010000003.1.region002,Singleton,RiPP,9367,9367,9367
Singleton_et_al_2021,GCA_016717335.1,JADKFS010000011,[238209:287557],FALSE,hglE-KS,JADKFS010000011.1.region001,Singleton,PKS,9368,9368,9368
Singleton_et_al_2021,GCA_016717335.1,JADKFS010000013,[56247:77249],FALSE,terpene,JADKFS010000013.1.region001,Singleton,Terpene,9369,9369,9369
Singleton_et_al_2021,GCA_016717335.1,JADKFS010000016,[106506:127736],FALSE,terpene,JADKFS010000016.1.region001,Singleton,Terpene,9370,9370,9370
Singleton_et_al_2021,GCA_016717345.1,JADKFR010000001,[535685:555958],FALSE,RRE-containing,JADKFR010000001.1.region001,Singleton,RiPP,9358,9358,9358
Singleton_et_al_2021,GCA_016717345.1,JADKFR010000002,[182548:203469],FALSE,terpene,JADKFR010000002.1.region001,Singleton,Terpene,9359,9359,9359
Singleton_et_al_2021,GCA_016717345.1,JADKFR010000005,[207282:246813],FALSE,betalactone;NAPAA,JADKFR010000005.1.region001,Singleton,Other,9360,9360,9360
Singleton_et_al_2021,GCA_016717345.1,JADKFR010000009,[786:18325],FALSE,"NAPAA",JADKFR010000009.1.region001,Singleton,NRPS,9361,9361,9361
Singleton_et_al_2021,GCA_016717345.1,JADKFR010000009,[29843:63773],FALSE,"NAPAA",JADKFR010000009.1.region002,Singleton,NRPS,9362,9362,9362
Singleton_et_al_2021,GCA_016717385.1,JADKFT010000003,[314252:325092],FALSE,RiPP-like,JADKFT010000003.1.region001,Singleton,RiPP,6845,6845,6124
Singleton_et_al_2021,GCA_016717385.1,JADKFT010000004,[137250:187964],TRUE,acyl_amino_acids;hserlactone,JADKFT010000004.1.region001,Singleton,Other,9372,9372,9372
Singleton_et_al_2021,GCA_016717385.1,JADKFT010000007,[4317:25990],FALSE,terpene,JADKFT010000007.1.region001,Singleton,Terpene,6897,6123,6123
Singleton_et_al_2021,GCA_016717385.1,JADKFT010000013,[321120:343109],FALSE,indole,JADKFT010000013.1.region001,Singleton,Other,6847,6847,6847
Singleton_et_al_2021,GCA_016717385.1,JADKFT010000014,[584471:595398],FALSE,RiPP-like,JADKFT010000014.1.region001,Singleton,RiPP,9375,9375,9375
Singleton_et_al_2021,GCA_016717405.1,JADKFP010000001,[451535:475931],FALSE,lanthipeptide-class-i,JADKFP010000001.1.region001,Singleton,RiPP,6062,6062,6062
Singleton_et_al_2021,GCA_016717405.1,JADKFP010000001,[627714:648557],FALSE,terpene,JADKFP010000001.1.region002,Singleton,Terpene,9146,9146,9146
Singleton_et_al_2021,GCA_016717425.1,JADKFM010000001,[338618:360607],FALSE,indole,JADKFM010000001.1.region001,Singleton,Other,6847,6847,6847
Singleton_et_al_2021,GCA_016717425.1,JADKFM010000004,[0:55391],TRUE,acyl_amino_acids,JADKFM010000004.1.region001,Singleton,Other,9343,9343,9343
Singleton_et_al_2021,GCA_016717425.1,JADKFM010000011,[20931:31771],FALSE,RiPP-like,JADKFM010000011.1.region001,Singleton,RiPP,6845,6845,6124
Singleton_et_al_2021,GCA_016717425.1,JADKFM010000017,[116366:127293],FALSE,RiPP-like,JADKFM010000017.1.region001,Singleton,RiPP,9375,9375,9375
Singleton_et_al_2021,GCA_016717425.1,JADKFM010000021,[6826:27351],FALSE,terpene,JADKFM010000021.1.region001,Singleton,Terpene,6897,6123,6123
Singleton_et_al_2021,GCA_016717445.1,JADKFQ010000001,[865772:886615],FALSE,terpene,JADKFQ010000001.1.region001,Singleton,Terpene,6143,6143,6143
Singleton_et_al_2021,GCA_016717445.1,JADKFQ010000002,[0:42147],TRUE,NRPS;NRPS-like;T1PKS,JADKFQ010000002.1.region001,Singleton,NRPS-PKS,8575,8575,8575
Singleton_et_al_2021,GCA_016717445.1,JADKFQ010000003,[212133:258090],FALSE,arylpolyene;resorcinol,JADKFQ010000003.1.region001,Singleton,Other,8574,8574,7464
Singleton_et_al_2021,GCA_016717445.1,JADKFQ010000009,[54231:100576],FALSE,arylpolyene,JADKFQ010000009.1.region001,Singleton,Other,8573,8573,8573
Singleton_et_al_2021,GCA_016717465.1,JADKFO010000006,[84811:113115],FALSE,terpene,JADKFO010000006.1.region001,Singleton,Terpene,7126,7126,7126
Singleton_et_al_2021,GCA_016717465.1,JADKFO010000007,[177882:220636],FALSE,NRPS-like,JADKFO010000007.1.region001,Singleton,NRPS,9349,9349,7128
Singleton_et_al_2021,GCA_016717465.1,JADKFO010000018,[63508:83763],FALSE,RRE-containing,JADKFO010000018.1.region001,Singleton,RiPP,7127,7127,7127
Singleton_et_al_2021,GCA_016717465.1,JADKFO010000032,[19335:40397],FALSE,terpene,JADKFO010000032.1.region001,Singleton,Terpene,8539,8539,8539
Singleton_et_al_2021,GCA_016717475.1,JADKFK010000003,[176123:197209],FALSE,terpene,JADKFK010000003.1.region001,Singleton,Terpene,6301,6301,6301
Singleton_et_al_2021,GCA_016717475.1,JADKFK010000006,[191467:213670],FALSE,redox-cofactor,JADKFK010000006.1.region001,Singleton,Other,6300,6300,9336
Singleton_et_al_2021,GCA_016717475.1,JADKFK010000007,[140904:161801],FALSE,terpene,JADKFK010000007.1.region001,Singleton,Terpene,6302,6302,6302
Singleton_et_al_2021,GCA_016717475.1,JADKFK010000010,[110018:130978],FALSE,terpene,JADKFK010000010.1.region001,Singleton,Terpene,7483,7483,7483
Singleton_et_al_2021,GCA_016717495.1,JADKFN010000004,[40977:143678],TRUE,acyl_amino_acids;terpene,JADKFN010000004.1.region001,Singleton,Other,9471,9471,9471
Singleton_et_al_2021,GCA_016717525.1,JADKFI010000008,[17723:39721],FALSE,terpene,JADKFI010000008.1.region001,Singleton,Terpene,9329,9329,9329
Singleton_et_al_2021,GCA_016717525.1,JADKFI010000016,[7128:50875],FALSE,NRPS,JADKFI010000016.1.region001,Singleton,NRPS,9330,9330,9330
Singleton_et_al_2021,GCA_016717525.1,JADKFI010000021,[0:19352],TRUE,terpene,JADKFI010000021.1.region001,Singleton,Terpene,9331,9535,9535
Singleton_et_al_2021,GCA_016717525.1,JADKFI010000036,[0:24422],TRUE,NRPS-like,JADKFI010000036.1.region001,Singleton,NRPS,9332,9332,9332
Singleton_et_al_2021,GCA_016717535.1,JADKFL010000003,[117048:158127],FALSE,lassopeptide;ranthipeptide,JADKFL010000003.1.region001,Singleton,RiPP,6470,9852,9852
Singleton_et_al_2021,GCA_016717535.1,JADKFL010000012,[47532:58357],FALSE,RiPP-like,JADKFL010000012.1.region001,Singleton,RiPP,9340,9340,9340
Singleton_et_al_2021,GCA_016717535.1,JADKFL010000019,[251440:262328],FALSE,RiPP-like,JADKFL010000019.1.region001,Singleton,RiPP,9341,9341,6471
Singleton_et_al_2021,GCA_016717565.1,JADKFJ010000020,[720883:741729],FALSE,terpene,JADKFJ010000020.1.region001,Singleton,Terpene,8057,8057,8057
Singleton_et_al_2021,GCA_016717565.1,JADKFJ010000024,[12226:23684],FALSE,RiPP-like,JADKFJ010000024.1.region001,Singleton,RiPP,9334,9334,9334
Singleton_et_al_2021,GCA_016717585.1,JADKFH010000010,[16445:57654],FALSE,arylpolyene,JADKFH010000010.1.region001,Singleton,Other,9639,9639,9639
Singleton_et_al_2021,GCA_016717585.1,JADKFH010000019,[0:32757],TRUE,arylpolyene,JADKFH010000019.1.region001,Singleton,Other,9327,9327,9640
Singleton_et_al_2021,GCA_016717585.1,JADKFH010000038,[3524:24361],FALSE,terpene,JADKFH010000038.1.region001,Singleton,Terpene,9638,9638,9638
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000001,[170173:181034],FALSE,RiPP-like,JADKFE010000001.1.region001,Singleton,RiPP,6876,6876,6876
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000002,[0:43796],TRUE,hglE-KS,JADKFE010000002.1.region001,Singleton,PKS,9305,6871,6871
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000002,[94996:105962],FALSE,RiPP-like,JADKFE010000002.1.region002,Singleton,RiPP,8717,8717,8717
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000004,[154970:199689],FALSE,NRPS,JADKFE010000004.1.region001,Singleton,NRPS,6862,6862,6862
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000005,[79256:120348],FALSE,T3PKS,JADKFE010000005.1.region001,Singleton,PKS,6878,6878,6878
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000008,[30023:85444],FALSE,hglE-KS;T1PKS,JADKFE010000008.1.region001,Singleton,PKS,6863,6863,6863
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000012,[75317:86133],FALSE,RiPP-like,JADKFE010000012.1.region001,Singleton,RiPP,8710,8710,8710
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000015,[72642:113701],FALSE,T3PKS,JADKFE010000015.1.region001,Singleton,PKS,9311,9311,9311
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000021,[32235:43063],FALSE,RiPP-like,JADKFE010000021.1.region001,Singleton,RiPP,6869,6869,6869
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000026,[71985:92942],FALSE,terpene,JADKFE010000026.1.region001,Singleton,Terpene,6867,6867,6867
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000029,[8172:19024],FALSE,RiPP-like,JADKFE010000029.1.region001,Singleton,RiPP,8719,8719,8719
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000031,[0:20065],TRUE,microviridin,JADKFE010000031.1.region001,Singleton,RiPP,8711,8711,8711
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000037,[0:34934],TRUE,NRPS-like,JADKFE010000037.1.region001,Singleton,NRPS,8703,8703,8703
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000043,[17122:61518],TRUE,NRPS-like;T1PKS,JADKFE010000043.1.region001,Singleton,NRPS-PKS,9317,9317,9317
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000092,[1875:34337],TRUE,arylpolyene,JADKFE010000092.1.region001,Singleton,Other,9318,9318,9318
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000107,[11458:19914],TRUE,RiPP-like,JADKFE010000107.1.region001,Singleton,RiPP,9319,9319,9319
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000118,[2445:13906],TRUE,microviridin,JADKFE010000118.1.region001,Singleton,RiPP,9320,8711,8711
Singleton_et_al_2021,GCA_016717595.1,JADKFE010000124,[88792:146267],FALSE,NRPS-like;T1PKS,JADKFE010000124.1.region001,Singleton,NRPS-PKS,8720,8720,8720
Singleton_et_al_2021,GCA_016717605.1,JADKFG010000018,[572424:597582],FALSE,betalactone,JADKFG010000018.1.region001,Singleton,Other,6334,6334,6334
Singleton_et_al_2021,GCA_016717605.1,JADKFG010000019,[222143:242989],FALSE,terpene,JADKFG010000019.1.region001,Singleton,Terpene,6335,6335,6335
Singleton_et_al_2021,GCA_016717645.1,JADKFF010000003,[455037:496090],FALSE,T3PKS,JADKFF010000003.1.region001,Singleton,PKS,7221,7221,7221
Singleton_et_al_2021,GCA_016717645.1,JADKFF010000004,[422249:445364],FALSE,terpene,JADKFF010000004.1.region001,Singleton,Terpene,7222,9583,9583
Singleton_et_al_2021,GCA_016717655.1,JADKFC010000003,[128224:149061],FALSE,terpene,JADKFC010000003.1.region001,Singleton,Terpene,9297,7704,7704
Singleton_et_al_2021,GCA_016717655.1,JADKFC010000011,[0:17690],TRUE,terpene,JADKFC010000011.1.region001,Singleton,Terpene,7705,7705,7705
Singleton_et_al_2021,GCA_016717665.1,JADKFB010000003,[42035:62875],FALSE,terpene,JADKFB010000003.1.region001,Singleton,Terpene,9630,9630,9630
Singleton_et_al_2021,GCA_016717665.1,JADKFB010000005,[69269:132359],FALSE,T1PKS,JADKFB010000005.1.region001,Singleton,PKS,9628,9628,9628
Singleton_et_al_2021,GCA_016717665.1,JADKFB010000008,[49602:75976],FALSE,lanthipeptide-class-i,JADKFB010000008.1.region001,Singleton,RiPP,9848,9848,9848
Singleton_et_al_2021,GCA_016717665.1,JADKFB010000010,[12435:34004],FALSE,blactam,JADKFB010000010.1.region001,Singleton,Other,9631,9631,9631
Singleton_et_al_2021,GCA_016717665.1,JADKFB010000033,[6484:26736],FALSE,RRE-containing,JADKFB010000033.1.region001,Singleton,RiPP,7189,7189,7189
Singleton_et_al_2021,GCA_016717665.1,JADKFB010000049,[0:50083],TRUE,arylpolyene,JADKFB010000049.1.region001,Singleton,Other,9629,9629,9629
Singleton_et_al_2021,GCA_016717705.1,JADKFD010000001,[131767:152040],FALSE,RRE-containing,JADKFD010000001.1.region001,Singleton,RiPP,9299,9299,9299
Singleton_et_al_2021,GCA_016717705.1,JADKFD010000018,[25414:74711],FALSE,hglE-KS,JADKFD010000018.1.region001,Singleton,PKS,9300,9300,9300
Singleton_et_al_2021,GCA_016717705.1,JADKFD010000024,[25330:35738],FALSE,RiPP-like,JADKFD010000024.1.region001,Singleton,RiPP,9301,9301,9301
Singleton_et_al_2021,GCA_016717705.1,JADKFD010000066,[3048:13879],FALSE,RiPP-like,JADKFD010000066.1.region001,Singleton,RiPP,7652,7652,7652
Singleton_et_al_2021,GCA_016717705.1,JADKFD010000080,[0:16550],TRUE,T3PKS,JADKFD010000080.1.region001,Singleton,PKS,9303,9303,9303
Singleton_et_al_2021,GCA_016717725.1,JADKFA010000009,[111953:132790],FALSE,terpene,JADKFA010000009.1.region001,Singleton,Terpene,7556,7556,7556
Singleton_et_al_2021,GCA_016717725.1,JADKFA010000044,[69323:116079],FALSE,NRPS;T1PKS,JADKFA010000044.1.region001,Singleton,NRPS-PKS,7208,8671,8671
Singleton_et_al_2021,GCA_016717735.1,JADKEX010000011,[0:16281],TRUE,terpene,JADKEX010000011.1.region001,Singleton,Terpene,6770,6770,6770
Singleton_et_al_2021,GCA_016717735.1,JADKEX010000018,[0:47309],TRUE,NRPS;NRPS-like;T1PKS,JADKEX010000018.1.region001,Singleton,NRPS-PKS,9278,6768,6768
Singleton_et_al_2021,GCA_016717735.1,JADKEX010000020,[0:15844],TRUE,terpene,JADKEX010000020.1.region001,Singleton,Terpene,6770,6770,6770
Singleton_et_al_2021,GCA_016717735.1,JADKEX010000026,[0:15317],TRUE,hserlactone,JADKEX010000026.1.region001,Singleton,Other,9280,9280,9280
Singleton_et_al_2021,GCA_016717735.1,JADKEX010000026,[271184:323559],FALSE,arylpolyene;resorcinol,JADKEX010000026.1.region002,Singleton,Other,6771,6771,6771
Singleton_et_al_2021,GCA_016717765.1,JADKEW010000004,[90443:139350],FALSE,hglE-KS,JADKEW010000004.1.region001,Singleton,PKS,9271,9271,9271
Singleton_et_al_2021,GCA_016717765.1,JADKEW010000009,[177698:199457],FALSE,terpene,JADKEW010000009.1.region001,Singleton,Terpene,9854,6957,6957
Singleton_et_al_2021,GCA_016717765.1,JADKEW010000017,[138042:149008],FALSE,RiPP-like,JADKEW010000017.1.region001,Singleton,RiPP,9855,9855,6314
Singleton_et_al_2021,GCA_016717765.1,JADKEW010000018,[28919:71826],FALSE,NRPS-like,JADKEW010000018.1.region001,Singleton,NRPS,9274,9274,9274
Singleton_et_al_2021,GCA_016717765.1,JADKEW010000022,[32107:80809],TRUE,acyl_amino_acids,JADKEW010000022.1.region001,Singleton,Other,9275,9275,9275
Singleton_et_al_2021,GCA_016717765.1,JADKEW010000027,[58442:79561],FALSE,terpene,JADKEW010000027.1.region001,Singleton,Terpene,6782,6782,6782
Singleton_et_al_2021,GCA_016717775.1,JADKEZ010000001,[665986:684528],FALSE,terpene,JADKEZ010000001.1.region001,Singleton,Terpene,9286,9286,9286
Singleton_et_al_2021,GCA_016717775.1,JADKEZ010000001,[1029028:1049871],FALSE,terpene,JADKEZ010000001.1.region002,Singleton,Terpene,9287,9287,6234
Singleton_et_al_2021,GCA_016717775.1,JADKEZ010000011,[101689:143048],FALSE,resorcinol,JADKEZ010000011.1.region001,Singleton,Other,6952,6952,6727
Singleton_et_al_2021,GCA_016717785.1,JADKEY010000003,[283816:294668],FALSE,RiPP-like,JADKEY010000003.1.region001,Singleton,RiPP,7028,7028,7028
Singleton_et_al_2021,GCA_016717785.1,JADKEY010000014,[665663:710876],FALSE,NRPS;NRPS-like,JADKEY010000014.1.region001,Singleton,NRPS,7026,7026,7026
Singleton_et_al_2021,GCA_016717785.1,JADKEY010000014,[1821812:1865649],FALSE,NRPS,JADKEY010000014.1.region002,Singleton,NRPS,7027,7027,7027
Singleton_et_al_2021,GCA_016717785.1,JADKEY010000014,[2096704:2118141],FALSE,ranthipeptide,JADKEY010000014.1.region003,Singleton,RiPP,7029,7029,7029
Singleton_et_al_2021,GCA_016717825.1,JADKEU010000001,[60356:71253],FALSE,RiPP-like,JADKEU010000001.1.region001,Singleton,RiPP,9263,9263,6374
Singleton_et_al_2021,GCA_016717825.1,JADKEU010000004,[131587:151869],FALSE,RRE-containing,JADKEU010000004.1.region001,Singleton,RiPP,5030,5030,5030
Singleton_et_al_2021,GCA_016717825.1,JADKEU010000015,[12716:34364],FALSE,terpene,JADKEU010000015.1.region001,Singleton,Terpene,100,6654,6137
Singleton_et_al_2021,GCA_016717825.1,JADKEU010000019,[128590:148863],FALSE,RRE-containing,JADKEU010000019.1.region001,Singleton,RiPP,9266,9266,9266
Singleton_et_al_2021,GCA_016717845.1,JADKES010000002,[141991:152900],FALSE,RiPP-like,JADKES010000002.1.region001,Singleton,RiPP,5266,9256,9256
Singleton_et_al_2021,GCA_016717845.1,JADKES010000003,[150329:191430],FALSE,NRPS-like,JADKES010000003.1.region001,Singleton,NRPS,9257,9257,9257
Singleton_et_al_2021,GCA_016717845.1,JADKES010000004,[199963:211583],FALSE,RiPP-like,JADKES010000004.1.region001,Singleton,RiPP,3655,3655,3655
Singleton_et_al_2021,GCA_016717845.1,JADKES010000004,[1184904:1205597],FALSE,hserlactone,JADKES010000004.1.region002,Singleton,Other,9259,9259,9259
Singleton_et_al_2021,GCA_016717845.1,JADKES010000004,[1652952:1673765],FALSE,terpene,JADKES010000004.1.region003,Singleton,Terpene,5342,5342,3657
Singleton_et_al_2021,GCA_016717855.1,JADKEV010000001,[207942:249136],FALSE,arylpolyene,JADKEV010000001.1.region001,Singleton,Other,7021,7021,7021
Singleton_et_al_2021,GCA_016717855.1,JADKEV010000008,[165462:199753],TRUE,NRPS-like,JADKEV010000008.1.region001,Singleton,NRPS,7023,7023,7023
Singleton_et_al_2021,GCA_016717855.1,JADKEV010000020,[69888:122082],FALSE,NRPS;NRPS-like;T1PKS,JADKEV010000020.1.region001,Singleton,NRPS-PKS,9269,9269,9269
Singleton_et_al_2021,GCA_016717855.1,JADKEV010000030,[15035:36723],FALSE,terpene,JADKEV010000030.1.region001,Singleton,Terpene,7022,6123,6123
Singleton_et_al_2021,GCA_016717875.1,JADKER010000001,[283004:293907],FALSE,RiPP-like,JADKER010000001.1.region001,Singleton,RiPP,7104,9256,9256
Singleton_et_al_2021,GCA_016717875.1,JADKER010000001,[630822:657466],FALSE,betalactone,JADKER010000001.1.region002,Singleton,Other,7106,7106,7106
Singleton_et_al_2021,GCA_016717875.1,JADKER010000008,[0:32211],TRUE,hserlactone;terpene,JADKER010000008.1.region001,Singleton,Other,7105,7105,7105
Singleton_et_al_2021,GCA_016717905.1,JADKEO010000001,[160150:189665],FALSE,betalactone,JADKEO010000001.1.region001,Singleton,Other,6071,6071,6071
Singleton_et_al_2021,GCA_016717905.1,JADKEO010000007,[99892:135717],TRUE,NRPS-like,JADKEO010000007.1.region001,Singleton,NRPS,5815,5815,5815
Singleton_et_al_2021,GCA_016717915.1,JADKET010000002,[216223:237066],FALSE,terpene,JADKET010000002.1.region001,Singleton,Terpene,6431,6431,8829
