study,genome_id,contig,complete,type,iterative,contig_edge,product,bgc_id,location_start,location_end,author
Singleton_et_al_2021,GCA_016710325.1,JADJXK010000001,TRUE,nrps,FALSE,TRUE,NRPS T1PKS,JADJXK010000001.region003,2166473,2168243,Singleton
Singleton_et_al_2021,GCA_016710325.1,JADJXK010000001,TRUE,nrps,FALSE,TRUE,NRPS T1PKS,JADJXK010000001.region003,2169052,2172157,Singleton
Singleton_et_al_2021,GCA_016710325.1,JADJXK010000001,FALSE,nrps,FALSE,TRUE,NRPS T1PKS,JADJXK010000001.region003,2172669,2173431,Singleton
Singleton_et_al_2021,GCA_016710325.1,JADJXK010000001,TRUE,nrps,FALSE,TRUE,NRPS T1PKS,JADJXK010000001.region003,2173467,2176548,Singleton
Singleton_et_al_2021,GCA_016710325.1,JADJXK010000001,TRUE,nrps,FALSE,TRUE,NRPS T1PKS,JADJXK010000001.region003,2176593,2179689,Singleton
Singleton_et_al_2021,GCA_016710325.1,JADJXK010000001,FALSE,pks,FALSE,TRUE,NRPS T1PKS,JADJXK010000001.region003,2185234,2189281,Singleton
Singleton_et_al_2021,GCA_016710325.1,JADJXK010000001,TRUE,pks,FALSE,TRUE,NRPS T1PKS,JADJXK010000001.region003,2189629,2194114,Singleton
Singleton_et_al_2021,GCA_016710325.1,JADJXK010000001,TRUE,nrps,FALSE,TRUE,NRPS T1PKS,JADJXK010000001.region003,2194174,2197450,Singleton
Singleton_et_al_2021,GCA_016710325.1,JADJXK010000001,FALSE,pks,FALSE,TRUE,NRPS T1PKS,JADJXK010000001.region003,2197510,2199421,Singleton
Singleton_et_al_2021,GCA_016710325.1,JADJXK010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJXK010000002.region002,2766945,2770095,Singleton
Singleton_et_al_2021,GCA_016710325.1,JADJXK010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJXK010000002.region002,2770152,2774010,Singleton
Singleton_et_al_2021,GCA_016710335.1,JADJXQ010000001,TRUE,nrps,FALSE,FALSE,NRPS-like,JADJXQ010000001.region001,354554,356432,Singleton
Singleton_et_al_2021,GCA_016710335.1,JADJXQ010000004,FALSE,unknown,FALSE,FALSE,hserlactone,JADJXQ010000004.region001,24169,24703,Singleton
Singleton_et_al_2021,GCA_016710335.1,JADJXQ010000007,FALSE,pks,FALSE,FALSE,RiPP-like,JADJXQ010000007.region002,182491,182974,Singleton
Singleton_et_al_2021,GCA_016710335.1,JADJXQ010000008,FALSE,pks,FALSE,FALSE,T3PKS,JADJXQ010000008.region001,37241,37562,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000003,FALSE,pks,FALSE,FALSE,hglE-KS,JADJVW010000003.region001,352239,352917,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000003,FALSE,unknown,FALSE,FALSE,hglE-KS,JADJVW010000003.region001,353787,353994,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000003,FALSE,unknown,FALSE,FALSE,hglE-KS,JADJVW010000003.region001,354102,354309,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000003,FALSE,unknown,FALSE,FALSE,hglE-KS,JADJVW010000003.region001,354432,354630,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000003,FALSE,unknown,FALSE,FALSE,hglE-KS,JADJVW010000003.region001,354799,355006,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000003,FALSE,unknown,FALSE,FALSE,hglE-KS,JADJVW010000003.region001,355117,355324,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000003,FALSE,pks,TRUE,FALSE,hglE-KS,JADJVW010000003.region001,356247,356952,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000003,FALSE,pks,FALSE,FALSE,hglE-KS,JADJVW010000003.region001,357989,358877,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000003,FALSE,pks,FALSE,FALSE,hglE-KS,JADJVW010000003.region001,359310,360687,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000006,FALSE,pks,FALSE,FALSE,hglE-KS T1PKS,JADJVW010000006.region001,164680,165622,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000006,TRUE,pks,FALSE,FALSE,hglE-KS T1PKS,JADJVW010000006.region001,166391,168419,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000006,FALSE,unknown,FALSE,FALSE,hglE-KS T1PKS,JADJVW010000006.region001,168539,168737,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000006,FALSE,unknown,FALSE,FALSE,hglE-KS T1PKS,JADJVW010000006.region001,169168,169366,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000006,FALSE,pks,FALSE,FALSE,hglE-KS T1PKS,JADJVW010000006.region001,170083,170581,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000006,FALSE,pks,FALSE,FALSE,hglE-KS T1PKS,JADJVW010000006.region001,170928,171447,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000006,FALSE,pks,FALSE,FALSE,hglE-KS T1PKS,JADJVW010000006.region001,171828,173142,Singleton
Singleton_et_al_2021,GCA_016710365.1,JADJVW010000006,FALSE,pks,FALSE,FALSE,hglE-KS T1PKS,JADJVW010000006.region001,174589,175480,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000012,FALSE,nrps,FALSE,FALSE,betalactone,JADJVX010000012.region001,34674,36078,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000012,FALSE,nrps,FALSE,FALSE,betalactone,JADJVX010000012.region001,38055,39387,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000017,FALSE,pks,FALSE,TRUE,hglE-KS,JADJVX010000017.region001,8194,10915,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000017,FALSE,pks,FALSE,FALSE,terpene,JADJVX010000017.region002,8194,10915,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000017,FALSE,pks,TRUE,TRUE,hglE-KS,JADJVX010000017.region001,12007,13453,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000017,FALSE,unknown,FALSE,TRUE,hglE-KS,JADJVX010000017.region001,13558,13765,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000017,FALSE,unknown,FALSE,TRUE,hglE-KS,JADJVX010000017.region001,13894,14098,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000017,FALSE,unknown,FALSE,TRUE,hglE-KS,JADJVX010000017.region001,14239,14443,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000017,FALSE,unknown,FALSE,TRUE,hglE-KS,JADJVX010000017.region001,14566,14773,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000017,FALSE,unknown,FALSE,TRUE,hglE-KS,JADJVX010000017.region001,14908,15115,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000017,FALSE,pks,FALSE,TRUE,hglE-KS,JADJVX010000017.region001,15970,17347,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000017,FALSE,unknown,FALSE,TRUE,hglE-KS,JADJVX010000017.region001,31839,32130,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000026,FALSE,nrps,FALSE,FALSE,"NAPAA",JADJVX010000026.region001,57245,58493,Singleton
Singleton_et_al_2021,GCA_016710385.1,JADJVX010000026,FALSE,unknown,FALSE,FALSE,"NAPAA",JADJVX010000026.region001,58902,59094,Singleton
Singleton_et_al_2021,GCA_016710465.1,JADJVS010000016,FALSE,nrps,FALSE,FALSE,NRPS-like,JADJVS010000016.region001,190159,191419,Singleton
Singleton_et_al_2021,GCA_016710465.1,JADJVS010000016,FALSE,unknown,FALSE,FALSE,NRPS-like,JADJVS010000016.region001,192580,192766,Singleton
Singleton_et_al_2021,GCA_016710465.1,JADJVS010000016,FALSE,unknown,FALSE,FALSE,NRPS-like,JADJVS010000016.region001,192949,194275,Singleton
Singleton_et_al_2021,GCA_016710485.1,JADJVT010000002,FALSE,pks,TRUE,TRUE,arylpolyene,JADJVT010000002.region001,70461,71073,Singleton
Singleton_et_al_2021,GCA_016710485.1,JADJVT010000002,FALSE,unknown,FALSE,TRUE,arylpolyene,JADJVT010000002.region001,71855,72071,Singleton
Singleton_et_al_2021,GCA_016710485.1,JADJVT010000002,FALSE,pks,TRUE,TRUE,arylpolyene,JADJVT010000002.region001,72507,73269,Singleton
Singleton_et_al_2021,GCA_016710485.1,JADJVT010000003,FALSE,pks,TRUE,FALSE,arylpolyene,JADJVT010000003.region001,37812,38829,Singleton
Singleton_et_al_2021,GCA_016710485.1,JADJVT010000003,FALSE,unknown,FALSE,FALSE,arylpolyene,JADJVT010000003.region001,39412,39586,Singleton
Singleton_et_al_2021,GCA_016710485.1,JADJVT010000006,FALSE,pks,TRUE,FALSE,arylpolyene,JADJVT010000006.region001,67594,68290,Singleton
Singleton_et_al_2021,GCA_016710485.1,JADJVT010000009,FALSE,unknown,FALSE,FALSE,T3PKS terpene,JADJVT010000009.region001,141560,141764,Singleton
Singleton_et_al_2021,GCA_016710485.1,JADJVT010000060,FALSE,pks,TRUE,FALSE,arylpolyene,JADJVT010000060.region001,310768,311521,Singleton
Singleton_et_al_2021,GCA_016710485.1,JADJVT010000060,FALSE,unknown,FALSE,FALSE,arylpolyene,JADJVT010000060.region001,311992,312196,Singleton
Singleton_et_al_2021,GCA_016710505.1,JADJVR010000026,FALSE,unknown,FALSE,TRUE,NRPS-like,JADJVR010000026.region001,78578,79889,Singleton
Singleton_et_al_2021,GCA_016710505.1,JADJVR010000026,FALSE,unknown,FALSE,TRUE,NRPS-like,JADJVR010000026.region001,80099,80291,Singleton
Singleton_et_al_2021,GCA_016710505.1,JADJVR010000026,FALSE,pks,FALSE,TRUE,NRPS-like,JADJVR010000026.region001,80633,81107,Singleton
Singleton_et_al_2021,GCA_016710505.1,JADJVR010000088,TRUE,nrps,FALSE,TRUE,NRPS NRPS-like T1PKS,JADJVR010000088.region001,55051,58096,Singleton
Singleton_et_al_2021,GCA_016710505.1,JADJVR010000088,FALSE,unknown,FALSE,TRUE,NRPS NRPS-like T1PKS,JADJVR010000088.region001,58173,58377,Singleton
Singleton_et_al_2021,GCA_016710505.1,JADJVR010000088,FALSE,nrps,FALSE,TRUE,NRPS NRPS-like T1PKS,JADJVR010000088.region001,58700,59303,Singleton
Singleton_et_al_2021,GCA_016710505.1,JADJVR010000088,FALSE,nrps,FALSE,TRUE,NRPS NRPS-like T1PKS,JADJVR010000088.region001,60367,61261,Singleton
Singleton_et_al_2021,GCA_016710505.1,JADJVR010000088,TRUE,pks,FALSE,TRUE,NRPS NRPS-like T1PKS,JADJVR010000088.region001,63219,66195,Singleton
Singleton_et_al_2021,GCA_016710505.1,JADJVR010000088,FALSE,unknown,FALSE,TRUE,NRPS NRPS-like T1PKS,JADJVR010000088.region001,66341,66533,Singleton
Singleton_et_al_2021,GCA_016710505.1,JADJVR010000088,FALSE,nrps,FALSE,TRUE,NRPS NRPS-like T1PKS,JADJVR010000088.region001,67252,68059,Singleton
Singleton_et_al_2021,GCA_016710505.1,JADJVR010000088,FALSE,unknown,FALSE,TRUE,NRPS NRPS-like T1PKS,JADJVR010000088.region001,73746,73944,Singleton
Singleton_et_al_2021,GCA_016710505.1,JADJVR010000088,FALSE,nrps,FALSE,TRUE,NRPS NRPS-like T1PKS,JADJVR010000088.region001,74008,75253,Singleton
Singleton_et_al_2021,GCA_016710525.1,JADJVQ010000044,TRUE,nrps,FALSE,TRUE,NRPS-like,JADJVQ010000044.region001,52315,54130,Singleton
Singleton_et_al_2021,GCA_016710535.1,JADJVO010000002,FALSE,unknown,FALSE,FALSE,NRPS-like,JADJVO010000002.region001,53825,55151,Singleton
Singleton_et_al_2021,GCA_016710535.1,JADJVO010000002,FALSE,unknown,FALSE,FALSE,NRPS-like,JADJVO010000002.region001,55346,55511,Singleton
Singleton_et_al_2021,GCA_016710535.1,JADJVO010000011,FALSE,pks,FALSE,FALSE,terpene,JADJVO010000011.region001,223578,224508,Singleton
Singleton_et_al_2021,GCA_016710535.1,JADJVO010000011,FALSE,pks,FALSE,FALSE,terpene,JADJVO010000011.region001,230413,230779,Singleton
Singleton_et_al_2021,GCA_016710535.1,JADJVO010000017,FALSE,pks,FALSE,FALSE,ranthipeptide,JADJVO010000017.region001,135938,136460,Singleton
Singleton_et_al_2021,GCA_016710545.1,JADJVP010000010,TRUE,nrps,FALSE,FALSE,"NAPAA",JADJVP010000010.region001,65910,67611,Singleton
Singleton_et_al_2021,GCA_016710545.1,JADJVP010000011,TRUE,nrps,FALSE,TRUE,NRPS-like,JADJVP010000011.region001,43562,45221,Singleton
Singleton_et_al_2021,GCA_016710545.1,JADJVP010000017,TRUE,nrps,FALSE,FALSE,NRPS-like,JADJVP010000017.region001,38974,40234,Singleton
Singleton_et_al_2021,GCA_016710545.1,JADJVP010000017,FALSE,pks,FALSE,FALSE,NRPS-like,JADJVP010000017.region001,41289,42195,Singleton
Singleton_et_al_2021,GCA_016710545.1,JADJVP010000024,FALSE,nrps,FALSE,FALSE,betalactone,JADJVP010000024.region001,512792,513875,Singleton
Singleton_et_al_2021,GCA_016710545.1,JADJVP010000024,FALSE,pks,FALSE,FALSE,betalactone,JADJVP010000024.region001,521846,522293,Singleton
Singleton_et_al_2021,GCA_016710635.1,JADJVL010000001,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like,JADJVL010000001.region001,51158,52922,Singleton
Singleton_et_al_2021,GCA_016710635.1,JADJVL010000001,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like,JADJVL010000001.region001,56071,59869,Singleton
Singleton_et_al_2021,GCA_016710635.1,JADJVL010000007,TRUE,pks,FALSE,FALSE,hglE-KS,JADJVL010000007.region001,217961,221222,Singleton
Singleton_et_al_2021,GCA_016710635.1,JADJVL010000007,FALSE,pks,FALSE,FALSE,hglE-KS,JADJVL010000007.region001,221963,222623,Singleton
Singleton_et_al_2021,GCA_016710635.1,JADJVL010000007,FALSE,pks,FALSE,FALSE,hglE-KS,JADJVL010000007.region001,223374,224196,Singleton
Singleton_et_al_2021,GCA_016710635.1,JADJVL010000007,FALSE,pks,FALSE,FALSE,hglE-KS,JADJVL010000007.region001,224611,225235,Singleton
Singleton_et_al_2021,GCA_016710635.1,JADJVL010000007,FALSE,unknown,FALSE,FALSE,hglE-KS,JADJVL010000007.region001,227190,227343,Singleton
Singleton_et_al_2021,GCA_016710635.1,JADJVL010000007,FALSE,pks,FALSE,FALSE,hglE-KS,JADJVL010000007.region001,230254,230716,Singleton
Singleton_et_al_2021,GCA_016710645.1,JADJVI010000015,TRUE,nrps,FALSE,TRUE,"NAPAA",JADJVI010000015.region001,56177,58040,Singleton
Singleton_et_al_2021,GCA_016710685.1,JADJVC010000002,FALSE,unknown,FALSE,FALSE,betalactone,JADJVC010000002.region001,462482,462680,Singleton
Singleton_et_al_2021,GCA_016710685.1,JADJVC010000002,FALSE,nrps,FALSE,FALSE,betalactone,JADJVC010000002.region001,465571,466774,Singleton
Singleton_et_al_2021,GCA_016710685.1,JADJVC010000002,FALSE,pks,FALSE,FALSE,betalactone,JADJVC010000002.region001,467199,468048,Singleton
Singleton_et_al_2021,GCA_016710685.1,JADJVC010000002,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like T1PKS,JADJVC010000002.region002,968748,972591,Singleton
Singleton_et_al_2021,GCA_016710685.1,JADJVC010000002,TRUE,pks,FALSE,FALSE,NRPS NRPS-like T1PKS,JADJVC010000002.region002,974401,976930,Singleton
Singleton_et_al_2021,GCA_016710685.1,JADJVC010000002,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like T1PKS,JADJVC010000002.region002,977427,979155,Singleton
Singleton_et_al_2021,GCA_016710685.1,JADJVC010000006,TRUE,nrps,FALSE,FALSE,NRPS-like,JADJVC010000006.region001,423075,425478,Singleton
Singleton_et_al_2021,GCA_016710695.1,JADJUK010000003,FALSE,nrps,FALSE,FALSE,betalactone,JADJUK010000003.region001,40887,42129,Singleton
Singleton_et_al_2021,GCA_016710705.1,JADJUI010000004,FALSE,nrps,FALSE,FALSE,NRPS NRPS-like T1PKS,JADJUI010000004.region001,821836,823108,Singleton
Singleton_et_al_2021,GCA_016710705.1,JADJUI010000004,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like T1PKS,JADJUI010000004.region001,840755,844571,Singleton
Singleton_et_al_2021,GCA_016710705.1,JADJUI010000004,TRUE,pks,FALSE,FALSE,NRPS NRPS-like T1PKS,JADJUI010000004.region001,846398,849371,Singleton
Singleton_et_al_2021,GCA_016710705.1,JADJUI010000004,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like T1PKS,JADJUI010000004.region001,849449,851174,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000005,FALSE,pks,FALSE,FALSE,T3PKS,JADJVB010000005.region001,316782,317076,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000005,FALSE,pks,TRUE,FALSE,T3PKS,JADJVB010000005.region001,318386,319259,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000005,FALSE,unknown,FALSE,FALSE,T3PKS,JADJVB010000005.region001,319342,319468,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000010,FALSE,unknown,FALSE,FALSE,arylpolyene resorcinol,JADJVB010000010.region001,556077,556239,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000010,FALSE,pks,TRUE,FALSE,arylpolyene resorcinol,JADJVB010000010.region001,556644,557601,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000010,FALSE,pks,TRUE,FALSE,arylpolyene resorcinol,JADJVB010000010.region001,562293,563106,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000010,FALSE,unknown,FALSE,FALSE,arylpolyene resorcinol,JADJVB010000010.region001,563514,563721,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000010,FALSE,pks,TRUE,FALSE,arylpolyene resorcinol,JADJVB010000010.region001,566841,567627,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000010,FALSE,unknown,FALSE,FALSE,arylpolyene resorcinol,JADJVB010000010.region001,570462,570660,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000010,FALSE,pks,TRUE,FALSE,arylpolyene resorcinol,JADJVB010000010.region001,570706,571744,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000010,FALSE,pks,FALSE,FALSE,arylpolyene resorcinol,JADJVB010000010.region001,572235,572712,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000010,FALSE,nrps,FALSE,FALSE,arylpolyene resorcinol,JADJVB010000010.region001,579608,580373,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000013,FALSE,nrps,FALSE,FALSE,terpene,JADJVB010000013.region001,51966,53109,Singleton
Singleton_et_al_2021,GCA_016710745.1,JADJVB010000013,FALSE,unknown,FALSE,FALSE,terpene,JADJVB010000013.region001,55760,55937,Singleton
Singleton_et_al_2021,GCA_016710825.1,JADJUD010000001,FALSE,pks,FALSE,FALSE,terpene,JADJUD010000001.region002,672578,672944,Singleton
Singleton_et_al_2021,GCA_016710825.1,JADJUD010000001,FALSE,pks,FALSE,FALSE,terpene,JADJUD010000001.region002,678849,679779,Singleton
Singleton_et_al_2021,GCA_016710825.1,JADJUD010000011,FALSE,unknown,FALSE,TRUE,NRPS-like,JADJUD010000011.region001,175819,177145,Singleton
Singleton_et_al_2021,GCA_016710825.1,JADJUD010000011,FALSE,unknown,FALSE,TRUE,NRPS-like,JADJUD010000011.region001,177340,177505,Singleton
Singleton_et_al_2021,GCA_016710825.1,JADJUD010000011,FALSE,unknown,FALSE,TRUE,NRPS-like,JADJUD010000011.region001,183864,184155,Singleton
Singleton_et_al_2021,GCA_016710865.1,JADJUB010000005,FALSE,pks,FALSE,FALSE,lanthipeptide-class-i,JADJUB010000005.region001,57401,57911,Singleton
Singleton_et_al_2021,GCA_016710865.1,JADJUB010000005,FALSE,nrps,FALSE,FALSE,lanthipeptide-class-i,JADJUB010000005.region001,82857,83499,Singleton
Singleton_et_al_2021,GCA_016710865.1,JADJUB010000005,FALSE,nrps,FALSE,FALSE,betalactone,JADJUB010000005.region002,160380,161613,Singleton
Singleton_et_al_2021,GCA_016710865.1,JADJUB010000019,FALSE,unknown,FALSE,FALSE,arylpolyene,JADJUB010000019.region001,735995,736214,Singleton
Singleton_et_al_2021,GCA_016710865.1,JADJUB010000019,FALSE,nrps,FALSE,FALSE,arylpolyene,JADJUB010000019.region001,736918,737770,Singleton
Singleton_et_al_2021,GCA_016710865.1,JADJUB010000019,FALSE,pks,TRUE,FALSE,arylpolyene,JADJUB010000019.region001,744486,745380,Singleton
Singleton_et_al_2021,GCA_016710865.1,JADJUB010000019,FALSE,pks,FALSE,FALSE,arylpolyene,JADJUB010000019.region001,746643,747120,Singleton
Singleton_et_al_2021,GCA_016710865.1,JADJUB010000019,FALSE,unknown,FALSE,FALSE,arylpolyene,JADJUB010000019.region001,756259,756448,Singleton
Singleton_et_al_2021,GCA_016710865.1,JADJUB010000019,FALSE,pks,TRUE,FALSE,arylpolyene,JADJUB010000019.region001,756693,757686,Singleton
Singleton_et_al_2021,GCA_016710875.1,JADJUA010000002,FALSE,pks,FALSE,FALSE,terpene,JADJUA010000002.region001,187075,187564,Singleton
Singleton_et_al_2021,GCA_016710875.1,JADJUA010000002,FALSE,nrps,FALSE,FALSE,betalactone,JADJUA010000002.region002,379777,381061,Singleton
Singleton_et_al_2021,GCA_016710885.1,JADJUC010000006,FALSE,unknown,FALSE,FALSE,arylpolyene,JADJUC010000006.region001,27733,27910,Singleton
Singleton_et_al_2021,GCA_016710885.1,JADJUC010000006,FALSE,pks,TRUE,FALSE,arylpolyene,JADJUC010000006.region001,28159,29194,Singleton
Singleton_et_al_2021,GCA_016710885.1,JADJUC010000006,FALSE,unknown,FALSE,FALSE,arylpolyene,JADJUC010000006.region001,29308,29521,Singleton
Singleton_et_al_2021,GCA_016710885.1,JADJUC010000006,FALSE,nrps,FALSE,FALSE,arylpolyene,JADJUC010000006.region001,30581,31163,Singleton
Singleton_et_al_2021,GCA_016710885.1,JADJUC010000006,FALSE,pks,TRUE,FALSE,arylpolyene,JADJUC010000006.region001,38940,39837,Singleton
Singleton_et_al_2021,GCA_016710885.1,JADJUC010000006,FALSE,pks,FALSE,FALSE,arylpolyene,JADJUC010000006.region001,41469,41853,Singleton
Singleton_et_al_2021,GCA_016710935.1,JADJTY010000001,FALSE,nrps,FALSE,FALSE,terpene,JADJTY010000001.region001,344724,345867,Singleton
Singleton_et_al_2021,GCA_016710935.1,JADJTY010000001,FALSE,unknown,FALSE,FALSE,terpene,JADJTY010000001.region001,348521,348686,Singleton
Singleton_et_al_2021,GCA_016710935.1,JADJTY010000012,FALSE,unknown,FALSE,TRUE,arylpolyene resorcinol,JADJTY010000012.region001,807139,807283,Singleton
Singleton_et_al_2021,GCA_016710935.1,JADJTY010000012,FALSE,pks,TRUE,TRUE,arylpolyene resorcinol,JADJTY010000012.region001,807693,808647,Singleton
Singleton_et_al_2021,GCA_016710935.1,JADJTY010000012,FALSE,pks,TRUE,TRUE,arylpolyene resorcinol,JADJTY010000012.region001,815073,816036,Singleton
Singleton_et_al_2021,GCA_016710935.1,JADJTY010000012,FALSE,unknown,FALSE,TRUE,arylpolyene resorcinol,JADJTY010000012.region001,816292,816499,Singleton
Singleton_et_al_2021,GCA_016710935.1,JADJTY010000012,FALSE,pks,TRUE,TRUE,arylpolyene resorcinol,JADJTY010000012.region001,819556,820288,Singleton
Singleton_et_al_2021,GCA_016710935.1,JADJTY010000012,FALSE,unknown,FALSE,TRUE,arylpolyene resorcinol,JADJTY010000012.region001,823203,823404,Singleton
Singleton_et_al_2021,GCA_016710935.1,JADJTY010000012,FALSE,pks,TRUE,TRUE,arylpolyene resorcinol,JADJTY010000012.region001,823448,824474,Singleton
Singleton_et_al_2021,GCA_016710935.1,JADJTY010000012,FALSE,pks,FALSE,TRUE,arylpolyene resorcinol,JADJTY010000012.region001,824987,825464,Singleton
Singleton_et_al_2021,GCA_016710935.1,JADJTY010000012,FALSE,nrps,FALSE,TRUE,arylpolyene resorcinol,JADJTY010000012.region001,834519,835209,Singleton
Singleton_et_al_2021,GCA_016710965.1,JADJTW010000006,FALSE,unknown,FALSE,FALSE,NRPS NRPS-like T1PKS,JADJTW010000006.region001,44244,44823,Singleton
Singleton_et_al_2021,GCA_016710965.1,JADJTW010000006,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like T1PKS,JADJTW010000006.region001,45110,48917,Singleton
Singleton_et_al_2021,GCA_016710965.1,JADJTW010000006,TRUE,pks,FALSE,FALSE,NRPS NRPS-like T1PKS,JADJTW010000006.region001,50706,53650,Singleton
Singleton_et_al_2021,GCA_016710965.1,JADJTW010000006,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like T1PKS,JADJTW010000006.region001,53722,55438,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,FALSE,unknown,FALSE,FALSE,NRPS,JADJTX010000002.region001,244093,244297,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,244363,247543,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,247588,250588,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,250633,254968,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,255016,258115,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,258163,263440,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,263980,267094,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,267481,271549,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,FALSE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,272071,272971,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,273627,275193,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,275241,279591,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,281027,282737,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,282791,285962,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,286273,290308,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,290857,293971,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,FALSE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,294468,294876,Singleton
Singleton_et_al_2021,GCA_016710985.1,JADJTX010000002,TRUE,nrps,FALSE,FALSE,NRPS,JADJTX010000002.region001,295697,297413,Singleton
