genome_id,isolate,gtdb202_tax,n_bgcs,n_contigs,total_bp,longest_contig_bp,mean_contig_bp,completeness,contamination,circular,strain_heter0geneity,drep_95_cluster,drep_95_representative,drep_99_cluster
GCA_016704435.1,AalW_18-Q3-R10-53_BATAC.174,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAAKGP01;s__,NA,39,4362972,614195,111871.1,95.24,0.61,TRUE,25,528_1,TRUE,528_1
GCA_016711185.1,Hirt_18-Q3-R61-65_BAT3C.204,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAAKGP01;s__,NA,10,4238992,1337071,423899.2,98.46,1.97,TRUE,42.86,528_1,TRUE,528_2
GCA_016721965.1,Skiv_18-Q3-R9-52_BAT3C.148,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fen-999;s__,NA,15,3702314,1979079,246820.9,94.04,4.93,TRUE,61.9,343_1,TRUE,343_1
GCA_016721505.1,Skiv_18-Q3-R9-52_BATAC.289,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,NA,21,3545109,753374,168814.7,95.44,3.06,TRUE,5.26,350_1,TRUE,350_2
GCA_016719325.1,Lyne_18-Q3-R50-59_MAXAC.071_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,NA,4,3688406,2545345,922101.5,95.57,0.37,TRUE,0,343_1,TRUE,343_1
GCA_016718525.1,OdNW_18-Q3-R42-56_BAT3C.215,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,NA,3,3534522,1827138,1178174,95.87,2.42,TRUE,20,351_0,TRUE,351_0
GCA_016718245.1,OdNW_18-Q3-R42-56_MAXAC.118,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,NA,13,3541950,746746,272457.7,95.85,3.32,TRUE,33.33,350_1,TRUE,350_3
GCA_016714425.1,EsbW_18-Q3-R4-48_MAXAC.070,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,NA,19,3594271,928545,189172.2,91.74,3.15,TRUE,57.14,343_1,TRUE,343_2
GCA_016709745.1,EsbW_18-Q3-R4-48_BATAC.233,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,NA,20,3357707,571297,167885.3,92.58,2.9,TRUE,28.57,350_1,TRUE,350_1
GCA_016704885.1,AalE_18-Q3-R2-46_MAXAC.100,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fen-999;s__,NA,21,3425218,735306,163105.6,90.01,0.51,TRUE,0,343_1,TRUE,343_1
GCA_016702335.1,Aved_18-Q3-R54-62_MAXAC.403,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,NA,22,4117193,1928512,187145.1,96.18,0.49,TRUE,100,354_1,TRUE,354_1
GCA_016704145.1,AalW_18-Q3-R10-53_BATAC.909,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,NA,7,3579756,2055658,511393.7,96.04,0.27,TRUE,0,343_1,TRUE,343_1
GCA_016703725.1,AalW_18-Q3-R10-53_MAXAC.406,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,NA,45,4005331,569971,89007.4,94.56,2.88,TRUE,18.18,354_1,TRUE,354_1
GCA_016703435.1,Aved_18-Q3-R54-62_BATAC.241,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,6,9,3494599,1138009,388288.8,91.3,2.55,TRUE,77.78,343_1,TRUE,343_1
GCA_016707985.1,Damh_18-Q3-R51-60_BATAC.247,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UTPRO2;s__,NA,10,3064694,939071,306469.4,95.13,1.63,TRUE,66.67,344_1,TRUE,344_1
GCA_016717825.1,Rand_18-Q3-R56-63_BAT3C.8,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UTPRO2;s__,NA,20,3185554,638975,159277.7,93.23,3.01,TRUE,66.67,344_1,TRUE,344_2
GCA_016718155.1,Rand_18-Q3-R56-63_BAT3C.105_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,NA,47,4989872,512681,106167.5,97.1,1.85,TRUE,54.55,370_0,TRUE,370_0
GCA_016718405.1,OdNW_18-Q3-R42-56_BAT3C.399,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,NA,42,4871556,598754,115989.4,96.27,1.17,TRUE,33.33,369_1,TRUE,369_2
GCA_016719475.1,Lyne_18-Q3-R50-59_MAXAC.016,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAAFJR01;s__,NA,24,2563974,565432,106832.2,90.46,1.25,TRUE,25,352_1,TRUE,352_3
GCA_016720285.1,Viby_18-Q3-R106-67_MAXAC.046,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,NA,20,4001922,920278,200096.1,94.28,0.62,TRUE,50,373_1,TRUE,373_2
GCA_016707075.1,Ega_18-Q3-R5-49_MAXAC.062,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAABRC01;s__JAABRC01 sp011391115,2,32,4340715,659705,135647.3,98.01,4.13,TRUE,69.23,375_1,TRUE,375_2
GCA_016708345.1,Bjer_18-Q3-R1-45_MAXAC.141,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,NA,44,4960954,698924,112749,96.31,3.66,TRUE,72.73,372_0,TRUE,372_0
GCA_016708725.1,Bjer_18-Q3-R1-45_BATAC.458,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,NA,40,6086223,696650,152155.6,94.86,3.2,TRUE,21.43,378_0,TRUE,378_0
GCA_016704915.1,AalE_18-Q3-R2-46_MAXAC.077_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAABRC01;s__JAABRC01 sp011391115,NA,32,4160206,500334,130006.4,93.86,3.07,TRUE,15.38,375_1,TRUE,375_1
GCA_016705305.1,AalE_18-Q3-R2-46_BATAC.194_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,NA,67,4521072,362218,67478.7,92.4,4.13,TRUE,25,369_1,TRUE,369_1
GCA_016722635.1,Skiv_18-Q3-R9-52_MAXAC.177,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,NA,14,1889470,597552,134962.1,90.83,2.18,TRUE,40,204_0,TRUE,204_0
GCA_016712715.1,Fred_18-Q3-R57-64_MAXAC.274,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia;s__,NA,12,4805494,2197433,400457.8,98.43,0.87,TRUE,0,529_0,TRUE,529_0
GCA_016712375.1,Fred_18-Q3-R57-64_MAXAC.378,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UXAT02;g__SSA4;s__,NA,45,4308267,535926,95739.3,91.94,1.74,TRUE,0,428_0,TRUE,428_0
GCA_016712595.1,Fred_18-Q3-R57-64_MAXAC.307,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UXAT02;g__SSA4;s__,NA,11,4281405,2669423,389218.6,97.04,0.75,TRUE,50,427_0,TRUE,427_0
GCA_016710335.1,Kalu_18-Q3-R12-55_MAXAC.148,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UXAT02;g__;s__,NA,27,3795985,704999,140592,93.65,1,TRUE,0,429_0,TRUE,429_0
GCA_016699855.1,Fred_18-Q3-R57-64_MAXAC.396_cln,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__;s__,7,1,5340810,5340810,5340810,98.07,1.09,TRUE,0,526_0,TRUE,526_0
GCA_016710865.1,Hirt_18-Q3-R61-65_BATAC.371,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,NA,19,5384766,1744684,283408.8,98.13,2.17,TRUE,66.67,386_1,TRUE,386_1
GCA_016708365.1,Bjer_18-Q3-R1-45_MAXAC.113,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,NA,25,5175569,901058,207022.8,94.28,3.57,TRUE,50,386_1,TRUE,386_1
GCA_016707445.1,Ega_18-Q3-R5-49_BATAC.212,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,NA,22,5180334,951671,235469.7,96.72,0.76,TRUE,50,386_1,TRUE,386_1
GCA_016719535.1,Lyne_18-Q3-R50-59_BATAC.68,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,NA,50,5866571,1122105,117331.4,98.15,3.03,TRUE,66.67,387_0,TRUE,387_0
GCA_016706685.1,Ejby_18-Q3-R6-50_BATAC.260,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,NA,60,7855595,828705,130926.6,95.27,2.76,TRUE,0,466_1,TRUE,466_1
GCA_016711615.1,Hade_18-Q3-R52-61_MAXAC.060,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,10,36,7898815,2015741,219411.5,96.56,3.41,TRUE,25,466_1,TRUE,466_1
GCA_016708135.1,Damh_18-Q3-R51-60_BATAC.231,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,10,66,8017645,845603,121479.5,97.2,4.7,TRUE,11.11,466_1,TRUE,466_1
GCA_016714965.1,OdNE_18-Q3-R46-58_BAT3C.392,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,NA,101,7648730,458056,75730,90.75,3.41,TRUE,14.29,466_1,TRUE,466_2
GCA_016712745.1,Fred_18-Q3-R57-64_MAXAC.276,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__;g__;s__,NA,17,5791314,1976722,340665.5,92.83,3.23,TRUE,0,107_0,TRUE,107_0
GCA_016704065.1,AalW_18-Q3-R10-53_MAXAC.051,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,NA,96,7912503,747646,82421.9,92.37,3.39,TRUE,0,466_1,TRUE,466_3
GCA_016702865.1,Aved_18-Q3-R54-62_MAXAC.060,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,NA,59,7691735,545840,130368.4,93.66,3.41,TRUE,12.5,466_1,TRUE,466_4
GCA_016702835.1,Aved_18-Q3-R54-62_MAXAC.067,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,19,5241478,1216072,275867.2,96.16,3.71,TRUE,22.22,139_1,TRUE,139_1
GCA_016702755.1,Aved_18-Q3-R54-62_MAXAC.112,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,23,4683136,1311927,203614.6,96.29,1.73,TRUE,60,150_1,TRUE,150_3
GCA_016702565.1,Aved_18-Q3-R54-62_MAXAC.265,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,12,4358578,2465059,363214.8,99.01,3.96,TRUE,77.78,146_2,TRUE,146_2
GCA_016704045.1,AalW_18-Q3-R10-53_MAXAC.054,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,18,4560839,1108583,253379.9,97.52,3.47,TRUE,75,126_1,TRUE,126_1
GCA_016704015.1,AalW_18-Q3-R10-53_MAXAC.123,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,2,30,4651778,1383379,155059.3,98.51,3.96,TRUE,81.82,150_1,TRUE,150_1
GCA_016704395.1,AalW_18-Q3-R10-53_BATAC.324,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__,NA,46,4864525,554287,105750.5,92.57,1.49,TRUE,66.67,133_1,TRUE,133_5
GCA_016704165.1,AalW_18-Q3-R10-53_BATAC.906,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,4,4323454,2579264,1080863.5,98.6,0,TRUE,0,145_1,TRUE,145_2
GCA_016703485.1,Aved_18-Q3-R54-62_BAT3C.695,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__,NA,12,4414082,1332661,367840.2,94.31,2.81,TRUE,57.14,133_1,TRUE,133_1
GCA_016703345.1,Aved_18-Q3-R54-62_BATAC.266,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,6,5122374,3021021,853729,97.73,1.61,TRUE,16.67,149_1,TRUE,149_1
GCA_016702905.1,Aved_18-Q3-R54-62_MAXAC.055,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,2,40,4221617,677604,105540.4,93.56,1.73,TRUE,0,126_1,TRUE,126_4
GCA_016712705.1,Fred_18-Q3-R57-64_MAXAC.280,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,9,3599841,1177049,399982.3,93.2,0.77,TRUE,25,41_1,TRUE,41_1
GCA_016712925.1,Fred_18-Q3-R57-64_MAXAC.070,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,2,21,4962344,752232,236302.1,91.67,1.16,TRUE,0,108_1,TRUE,108_6
GCA_016713025.1,Fred_18-Q3-R57-64_BATAC.80,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__,NA,4,5797985,4201203,1449496.2,98.51,2.97,TRUE,0,137_2,TRUE,137_3
GCA_016713205.1,Fred_18-Q3-R57-64_BATAC.512,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,23,4067196,1189675,176834.6,92.33,0,TRUE,0,126_1,TRUE,126_3
GCA_016712225.1,Hade_18-Q3-R52-61_BAT3C.141,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,4,5240105,5162779,1310026.2,98.51,0.37,TRUE,0,149_1,TRUE,149_4
GCA_016713905.1,Fred_18-Q3-R57-64_BAT3C.331,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,3,4496903,2322982,1498967.6,98.51,1.02,TRUE,0,151_0,TRUE,151_0
GCA_016714025.1,Fred_18-Q3-R57-64_BAT3C.3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,2,3606913,2773655,1803456.5,98.51,0.99,TRUE,100,146_1,TRUE,146_1
GCA_016714385.1,OdNW_18-Q3-R42-56_MAXAC.016,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__,5,22,4594951,699081,208861.4,93.56,2.72,TRUE,12.5,114_1,TRUE,114_1
GCA_016714365.1,EsbW_18-Q3-R4-48_MAXAC.074,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,9,4661800,3301932,517977.8,99.01,0,TRUE,0,150_1,TRUE,150_1
GCA_016714315.1,EsbW_18-Q3-R4-48_MAXAC.076,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,2,21,5100526,1373500,242882.2,98.5,1.49,TRUE,50,108_1,TRUE,108_4
GCA_016714085.1,Fred_18-Q3-R57-64_BAT3C.164,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABWBR01;s__,NA,40,5978739,1147441,149468.5,91.33,4.44,TRUE,76.92,179_0,TRUE,179_0
GCA_016714175.1,EsbW_18-Q3-R4-48_MAXAC.238,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,2,3544664,3519094,1772332,98.02,0.74,TRUE,33.33,41_1,TRUE,41_1
GCA_016714445.1,EsbW_18-Q3-R4-48_MAXAC.058_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__,NA,10,6254147,1455033,625414.7,96.78,0.99,TRUE,0,135_0,TRUE,135_0
GCA_016714525.1,OdNW_18-Q3-R42-56_BATAC.423,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__,NA,31,5030023,970159,162258.8,96.04,3.96,TRUE,70,133_1,TRUE,133_2
GCA_016714585.1,OdNW_18-Q3-R42-56_BATAC.410,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,20,5285712,942788,264285.6,93.26,0.25,TRUE,0,139_1,TRUE,139_1
GCA_016714695.1,OdNE_18-Q3-R46-58_BATAC.381_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__,NA,48,4611528,560186,96073.5,91.88,2.29,TRUE,50,114_1,TRUE,114_5
GCA_016714785.1,OdNE_18-Q3-R46-58_BATAC.302,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__,NA,68,5560406,952803,81770.7,97.28,2.97,TRUE,85.71,138_0,TRUE,138_0
GCA_016714765.1,OdNE_18-Q3-R46-58_BATAC.404,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__,2,47,4135579,313165,87991,95.67,0.83,TRUE,33.33,134_1,TRUE,134_1
GCA_016715105.1,OdNE_18-Q3-R46-58_BAT3C.195,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,65,5733329,546621,88205.1,93.15,2.23,TRUE,16.67,47_1,TRUE,47_2
GCA_016715025.1,OdNE_18-Q3-R46-58_BAT3C.201,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,7,5181342,2441704,740191.7,98.51,3.96,TRUE,50,108_1,TRUE,108_5
GCA_016714985.1,OdNE_18-Q3-R46-58_BAT3C.319,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA6168;s__,NA,67,8379030,941914,125060.1,96.2,1.43,TRUE,25,294_0,TRUE,294_0
GCA_016714895.1,OdNE_18-Q3-R46-58_BAT3C.84,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,14,5007007,1496449,357643.3,98.27,3.3,TRUE,22.22,142_0,TRUE,142_0
GCA_016715165.1,Mari_18-Q3-R65-66_MAXAC.061,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,30,5574162,876075,185805.4,96.78,3.22,TRUE,87.5,122_1,TRUE,122_1
GCA_016715245.1,Mari_18-Q3-R65-66_BATAC.305,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,36,4318063,630162,119946.2,96.04,0,TRUE,0,126_1,TRUE,126_1
GCA_016715295.1,Mari_18-Q3-R65-66_BATAC.234_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__,NA,69,4377003,278886,63434.8,93.88,4.95,TRUE,54.55,133_1,TRUE,133_6
GCA_016715405.1,Lyne_18-Q3-R50-59_MAXAC.376,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABWBR01;s__,NA,51,5925340,684585,116183.1,90.85,0.76,TRUE,0,297_0,TRUE,297_0
GCA_016715785.1,Lyne_18-Q3-R50-59_MAXAC.052,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,15,4584175,927992,305611.7,97.52,3.22,TRUE,55.56,126_1,TRUE,126_1
GCA_016715705.1,Lyne_18-Q3-R50-59_MAXAC.097,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,40,5201211,943011,130030.3,96.53,4.21,TRUE,61.54,150_1,TRUE,150_6
GCA_016715465.1,Lyne_18-Q3-R50-59_MAXAC.326,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,32,5310024,2998853,165938.2,96.7,3.96,TRUE,11.11,87_0,TRUE,87_0
GCA_016715985.1,Kalu_18-Q3-R12-55_MAXAC.032,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,6,5700199,5524299,950033.2,99.01,1.73,TRUE,25,144_0,TRUE,144_0
GCA_016715965.1,Kalu_18-Q3-R12-55_MAXAC.076,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,3,3785269,3678718,1261756.4,99.01,0.5,TRUE,100,148_0,TRUE,148_0
GCA_016717605.1,Rand_18-Q3-R56-63_MAXAC.049,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,28,5516093,1142615,197003.3,98.39,2.35,TRUE,71.43,139_1,TRUE,139_1
GCA_016717655.1,Rand_18-Q3-R56-63_BATAC.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,32,4729369,640282,147792.8,94.17,0.3,TRUE,100,108_1,TRUE,108_1
GCA_016717405.1,Rand_18-Q3-R56-63_MAXAC.203,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,15,4418468,3439023,294564.5,96.86,4.21,TRUE,100,145_1,TRUE,145_2
GCA_016717265.1,Ribe_18-Q3-R11-54_BAT3C.388,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,3,4204689,4128111,1401563,98.6,0,TRUE,0,145_1,TRUE,145_1
GCA_016717245.1,Ribe_18-Q3-R11-54_BAT3C.373,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,22,5146985,2057117,233953.9,96.49,0.87,TRUE,20,149_1,TRUE,149_2
GCA_016717145.1,Ribe_18-Q3-R11-54_BATAC.261,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__,NA,77,5246444,405166,68135.6,96.04,2.89,TRUE,57.14,136_0,TRUE,136_0
GCA_016717105.1,Ribe_18-Q3-R11-54_BATAC.507,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__,NA,58,4357223,361427,75124.5,90.22,0.66,TRUE,0,133_1,TRUE,133_7
GCA_016717085.1,Hirt_18-Q3-R61-65_MAXAC.013,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__,6,35,4899901,1384624,139997.2,96.78,1.73,TRUE,0,114_1,TRUE,114_1
GCA_016716185.1,Kalu_18-Q3-R12-55_BAT3C.8,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,3,3821971,2931614,1273990.4,99.01,0,TRUE,0,143_0,TRUE,143_0
GCA_016716335.1,Kalu_18-Q3-R12-55_BAT3C.288,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,24,4006039,550091,166918.3,90.26,0.25,TRUE,0,132_0,TRUE,132_0
GCA_016716665.1,Hjor_18-Q3-R7-51_BAT3C.56,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,23,4887894,542573,212517.1,95.3,0.5,TRUE,0,123_0,TRUE,123_0
GCA_016721495.1,Skiv_18-Q3-R9-52_BATAC.294,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,23,5624816,2022332,244557.2,97.28,0.74,TRUE,66.67,139_1,TRUE,139_1
GCA_016721645.1,Skiv_18-Q3-R9-52_BATAC.232,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,NA,27,5010810,581705,185585.6,93.11,4.46,TRUE,22.22,108_1,TRUE,108_2
GCA_016721375.1,Skiv_18-Q3-R9-52_BATAC.484,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__,NA,45,4061020,354197,90244.9,90.68,2.48,TRUE,0,134_1,TRUE,134_2
GCA_016720875.1,Vibo_18-Q3-R45-57_BATAC.233,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__,NA,23,4799294,2097944,208665,96.78,3.04,TRUE,63.64,114_1,TRUE,114_3
GCA_016720695.1,Vibo_18-Q3-R45-57_MAXAC.073,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,13,4980131,1027813,383087,95.78,0.62,TRUE,50,149_1,TRUE,149_3
GCA_016720525.1,Viby_18-Q3-R106-67_BAT3C.196,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__,NA,7,3573500,1297719,510500,97.28,1.73,TRUE,66.67,41_1,TRUE,41_1
